selected,selection_key,method,scenario,experiment_id,eval_name,repeat,episode_id,line_no,result,win,score,terminal_hp_margin,final_hp_delta,final_hp_my,final_hp_enemy,final_game_loop,frame_count,state_seq_len,unique_state_count,ood_frames,ood_ratio,mechanism_changed_frames,mechanism_changed_ratio,switch_frames,tuning_frames,tuning_ratio,gate_frames,gate_ratio,gate_A_mean,gate_A_max,gate_A_positive_ratio,gate_A_pass_ratio,gate_C_mean,gate_C_max,gate_C_pass_ratio,gate_v_mean,gate_v_max,gate_v_support_mean,gate_v_support_max,gate_supported_frames,gate_supported_ratio,gate_validated_frames,gate_validated_ratio,gate_joint_pass_ratio,gate_changed_ratio,gate_mean_evidence_score,gate_peak_evidence_score,gate_mean_gate_pass_score,gate_peak_gate_pass_score,gate_mean_rectification_score,gate_peak_rectification_score,gate_mean_support_score,gate_peak_support_score,avg_decision_ms,first_state_key,last_state_key,eval_dir,batch_tag,positive_contribution_sum,signed_contribution_sum,corrcontrib__gate_peak_rectification_score,corrcontrib__gate_mean_rectification_score,corrcontrib__gate_peak_support_score,corrcontrib__gate_mean_support_score,corrcontrib__gate_peak_gate_pass_score,corrcontrib__gate_mean_gate_pass_score,corrcontrib__gate_mean_evidence_score,corrcontrib__gate_peak_evidence_score,score_numeric,positive_contribution_numeric,score_threshold,score_z,contribution_z,selection_priority,selection_tier,selected_rank,selected_for_gate_positive_subset
False,repeat_001::ep_283::line_283,Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,283,283,Win,True,78.0,78.0,21.0,78.0,0.0,34354,12,12,12,0,0.0,2,0.1666666666666666,0,3,0.25,12,1.0,1.4391083333333334,6.0848,0.3333333333333333,0.3333333333333333,0.199075,0.8743,0.25,70.2,301.0,0.3055555555555555,1.0,3,0.25,5,0.4166666666666667,0.1666666666666666,0.1666666666666666,0.1900523160365007,0.7136080145230279,0.3041666666666666,1.0,0.0506944444444444,0.1666666666666666,0.2253152088830919,0.7747628050830598,0.3977000000077169,0,1666,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\synergy\sce2_synergy_run_0075\final_eval\eval_run_0075_web_batch_20260622_141137,web_batch_20260622_141137,0.0056607529633629,0.003862821746733299,0.0028545752533407,0.001353076390504,0.0001376981698942,-0.0006276117282979,0.001315403149624,-0.0011703194883317,-0.0014533150246469,-0.0007088894553656,78.0,0.0056607529633629,78.0,0.6276100642248837,-0.035415067427468055,0.4154420220961312,high_score_positive_contribution,38,True
False,repeat_001::ep_130::line_130,Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,130,130,Win,True,81.0,81.0,3.0,81.0,0.0,15788,13,13,12,0,0.0,0,0.0,0,3,0.2307692307692307,13,1.0,2.0007,12.0375,0.2307692307692307,0.2307692307692307,0.2461230769230769,0.8857,0.3076923076923077,16.285714285714285,84.0,0.3846153846153846,1.0,4,0.3076923076923077,7,0.5384615384615384,0.0,0.0,0.2313376588213423,0.7842012081678956,0.3153846153846154,0.0,0.0,0.0,0.2144865618542194,0.7744704228587634,0.2542000000005373,0,3494,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\synergy\sce2_synergy_run_0075\final_eval\eval_run_0075_web_batch_20260622_141137,web_batch_20260622_141137,0.0001503914904633,-0.0110713597107793,-0.0025768278475407,-0.0022435795169639,0.0001503914904633,-0.0011574073934594,-0.0041051844019879,-0.0011387520412907,-0.0003168679507423,0.0009428178129421,81.0,0.0001503914904633,78.0,0.7743622226562673,-0.40218984568590677,0.3978655607867716,high_score_positive_contribution,39,True
False,repeat_001::ep_260::line_260,Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,260,260,Win,True,78.0,78.0,15.0,78.0,0.0,31628,12,12,12,0,0.0,1,0.0833333333333333,0,3,0.25,12,1.0,1.4602166666666667,9.4816,0.25,0.25,0.3716166666666667,0.8977,0.4166666666666667,153.625,575.0,0.4722222222222222,1.0,5,0.4166666666666667,8,0.6666666666666666,0.0833333333333333,0.0833333333333333,0.2884919052718228,0.7639880551905387,0.3958333333333333,1.0,0.0329861111111111,0.0833333333333333,0.2850296907056536,0.7798958193166885,0.2579499999910695,0,2956,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\synergy\sce2_synergy_run_0075\final_eval\eval_run_0075_web_batch_20260622_141137,web_batch_20260622_141137,0.0042943714708163,0.0042943714708163,0.0003830456404433,0.0002452351372565,0.0004152192280471,0.0010843690151992,0.001315403149624,0.0008510993002462,0.0013995802002554,0.000342363959268,78.0,0.0042943714708163,78.0,0.6276100642248837,-0.1263626888149089,0.3863387832521501,high_score_positive_contribution,40,True
False,repeat_001::ep_86::line_86,Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,86,86,Win,True,78.0,78.0,21.0,78.0,0.0,10410,12,12,11,1,0.0833333333333333,1,0.0833333333333333,0,3,0.25,12,1.0,2.2192333333333334,9.6285,0.3333333333333333,0.4166666666666667,0.272175,0.9118,0.4166666666666667,24.0,94.0,0.4444444444444444,1.0,3,0.25,7,0.5833333333333334,0.1666666666666666,0.0833333333333333,0.2670814820627266,0.7697546878263749,0.4,1.0,0.0333333333333333,0.0833333333333333,0.2768533335948936,0.7819141407392312,0.2455499999953758,0,8114,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\synergy\sce2_synergy_run_0075\final_eval\eval_run_0075_web_batch_20260622_141137,web_batch_20260622_141137,0.0042826873159326,0.0042826873159326,0.0003830456404433,0.0002669575147711,0.0005243416016433,0.0008499574369966,0.001315403149624,0.0009429819724543,0.0007790809213489,0.0004626932041245,78.0,0.0042826873159326,78.0,0.6276100642248837,-0.1271403970174801,0.38608991662732733,high_score_positive_contribution,41,True
False,repeat_001::ep_223::line_223,Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,223,223,Win,True,78.0,78.0,21.0,78.0,0.0,27024,12,12,11,0,0.0,0,0.0,0,4,0.3333333333333333,12,1.0,1.799475,7.1793,0.3333333333333333,0.25,0.43835,0.893,0.5,45.0,296.0,0.5833333333333334,1.0,6,0.5,9,0.75,0.0,0.0,0.3492586529536302,0.7350616422089375,0.45,0.0,0.0,0.0,0.3146663938291336,0.7572715747731281,0.2466000000040935,0,1518,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\synergy\sce2_synergy_run_0075\final_eval\eval_run_0075_web_batch_20260622_141137,web_batch_20260622_141137,0.0039796107310619,-0.0040624411903753994,-0.002088483972454,-0.0018183907266359,-0.0008079810203572,0.0019340366921105,-0.0033271962019902,0.0020455740389514,0.0031606721109485,-0.0002612280588626,78.0,0.0039796107310619,78.0,0.6276100642248837,-0.14731345603692442,0.3796345377411051,high_score_positive_contribution,42,True
False,repeat_001::ep_135::line_135,Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,135,135,Win,True,78.0,78.0,15.0,78.0,0.0,16378,12,12,12,0,0.0,1,0.0833333333333333,0,4,0.3333333333333333,12,1.0,0.0872083333333333,1.0465,0.0833333333333333,0.0833333333333333,0.4151666666666667,0.8877,0.5833333333333334,67.28571428571429,156.0,0.5555555555555556,1.0,6,0.5,7,0.5833333333333334,0.0833333333333333,0.0833333333333333,0.2943745296398558,0.6042043556782691,0.3875,1.0,0.0322916666666666,0.0833333333333333,0.2847602050046018,0.7239715244873941,0.3024000000001099,0,2365,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\synergy\sce2_synergy_run_0075\final_eval\eval_run_0075_web_batch_20260622_141137,web_batch_20260622_141137,0.0036442161392327005,0.0010358377750896,0.0003830456404433,0.0002017903822272,-0.0026083783641431,0.0010766430111082,0.001315403149624,0.00066733395583,0.001570065582202,-0.0029917572023966,78.0,0.0036442161392327005,78.0,0.6276100642248837,-0.16963763162000156,0.37249080155452047,high_score_positive_contribution,43,True
False,repeat_001::ep_87::line_87,Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,87,87,Win,True,78.0,78.0,15.0,78.0,0.0,10522,12,12,11,0,0.0,1,0.0833333333333333,0,2,0.1666666666666666,12,1.0,1.3343416666666668,13.8442,0.1666666666666666,0.1666666666666666,0.1521416666666666,0.8913,0.1666666666666666,20.75,70.0,0.2222222222222222,1.0,2,0.1666666666666666,4,0.3333333333333333,0.0833333333333333,0.0833333333333333,0.1376017099821521,0.7996343193732647,0.1916666666666666,1.0,0.0159722222222222,0.0833333333333333,0.1456707694919684,0.7923720117806425,0.2925999999945361,0,2211,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\synergy\sce2_synergy_run_0075\final_eval\eval_run_0075_web_batch_20260622_141137,web_batch_20260622_141137,0.0027882046503395,-0.004593081539662199,0.0003830456404433,-0.0008191613609617,0.0010897558602722,-0.0029109731910899,0.001315403149624,-0.0036511516379501,-0.002973395357347,0.0010861755252081,78.0,0.0027882046503395,78.0,0.6276100642248837,-0.22661455147717915,0.3542581872002236,high_score_positive_contribution,44,True
False,repeat_001::ep_94::line_94,Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,94,94,Win,True,78.0,78.0,15.0,78.0,0.0,11326,12,12,9,0,0.0,1,0.0833333333333333,0,3,0.25,12,1.0,1.2528166666666667,11.0057,0.1666666666666666,0.1666666666666666,0.3560083333333333,0.8959,0.4166666666666667,310.5,533.0,0.4444444444444444,1.0,5,0.4166666666666667,6,0.5,0.0833333333333333,0.0833333333333333,0.2671719609265829,0.7783454961748478,0.3416666666666667,1.0,0.0284722222222222,0.0833333333333333,0.2564773824169623,0.7849209236611967,0.2653000000023553,0,2956,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\synergy\sce2_synergy_run_0075\final_eval\eval_run_0075_web_batch_20260622_141137,web_batch_20260622_141137,0.0026511451612447,0.0022706139523517663,0.0003830456404433,-3.715577043403311e-05,0.0006869060404233,0.0002657903307541,0.001315403149624,-0.0003433754384589,0.0007817031053772,0.0006419530159694,78.0,0.0026511451612447,78.0,0.6276100642248837,-0.23573735838706916,0.35133888898905885,high_score_positive_contribution,45,True
False,repeat_001::ep_26::line_26,Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,26,26,Win,True,78.0,78.0,21.0,78.0,0.0,3140,12,12,11,0,0.0,1,0.0833333333333333,0,6,0.5,12,1.0,0.0703333333333333,0.844,0.0833333333333333,0.0833333333333333,0.35345,0.8903,0.5,110.57142857142856,515.0,0.5277777777777778,1.0,6,0.5,7,0.5833333333333334,0.0833333333333333,0.0833333333333333,0.2669627019549981,0.5982224234599778,0.3666666666666667,1.0,0.0305555555555555,0.0833333333333333,0.2651332158797492,0.7218778482109922,0.244360000000654,0,4961,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\synergy\sce2_synergy_run_0075\final_eval\eval_run_0075_web_batch_20260622_141137,web_batch_20260622_141137,0.002513496106891014,-0.00020807875919238587,0.0003830456404433,9.317849465391425e-05,-0.0027215748660834,0.0005139482273802,0.001315403149624,0.0002079205947896,0.0007756385339437,-0.0031165789887086,78.0,0.002513496106891014,78.0,0.6276100642248837,-0.2448994073082429,0.34840703333428324,high_score_positive_contribution,46,True
False,repeat_001::ep_51::line_51,Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,51,51,Win,True,78.0,78.0,21.0,78.0,0.0,6140,12,12,12,0,0.0,1,0.0833333333333333,0,3,0.25,12,1.0,1.611408333333333,10.8915,0.25,0.25,0.2173333333333333,0.8635,0.25,19.0,53.0,0.3055555555555555,1.0,3,0.25,5,0.4166666666666667,0.0833333333333333,0.0833333333333333,0.1927750262717208,0.7675845714764378,0.275,1.0,0.0229166666666666,0.0833333333333333,0.199665428488941,0.7811546000167531,0.2537499999988313,0,2091,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\synergy\sce2_synergy_run_0075\final_eval\eval_run_0075_web_batch_20260622_141137,web_batch_20260622_141137,0.0021817251354268,-0.0013794634329502,0.0003830456404433,-0.0003847138106685,0.0004832763453595,-0.0013629765639202,0.001315403149624,-0.0018134981937883,-0.0013744076755896,0.0004174105447063,78.0,0.0021817251354268,78.0,0.6276100642248837,-0.2669823913538144,0.34134047843970033,high_score_positive_contribution,47,True
False,repeat_001::ep_3::line_3,Synergy,sce-2,sce2_synergy_run_0075,eval_run_0075_web_batch_20260622_141137,repeat_001,3,3,Win,True,78.0,78.0,21.0,78.0,0.0,384,12,12,12,0,0.0,1,0.0833333333333333,0,4,0.3333333333333333,12,1.0,0.13595,1.6314,0.0833333333333333,0.0833333333333333,0.3530333333333333,0.8672,0.5,44.0,127.0,0.5,1.0,6,0.5,6,0.5,0.0833333333333333,0.0833333333333333,0.2605852755472256,0.6162633065667074,0.3541666666666667,1.0,0.0295138888888888,0.0833333333333333,0.2578883739962515,0.7281921572983475,0.3071666666662291,0,10175,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\synergy\sce2_synergy_run_0075\final_eval\eval_run_0075_web_batch_20260622_141137,web_batch_20260622_141137,0.0020327028211121405,-0.0004152106337208909,0.0003830456404433,2.8011362109940452e-05,-0.0023801860329984,0.0003062426689349,0.001315403149624,-6.77274218346315e-05,0.0005908132061743,-0.0027401295115412,78.0,0.0020327028211121405,78.0,0.6276100642248837,-0.2769014550227097,0.33816637806565386,high_score_positive_contribution,48,True
