state_id,x,y,visits,method_count,methods,color,category,marker
428,-3.4392768636390776,-3.923722751882292,9,1,VDN,#D62728,baseline_unique,o
432,2.3040427722193995,2.116079949599916,9,2,MAT;VDN,#dbdbdb,baseline_shared,o
483,0.3941235040452565,0.19813194587843472,9,2,MAPPO;VDN,#dbdbdb,baseline_shared,o
492,-4.122706929151619,-1.5364245327018893,9,1,VDN,#D62728,baseline_unique,o
532,-3.486011516769981,0.5552872972252587,9,2,MAT;VDN,#dbdbdb,baseline_shared,o
575,-1.6926895139220812,-1.37237999658901,9,1,MAT,#E377C2,baseline_unique,o
578,-4.294267818760569,-1.689224734685979,9,1,MAT,#E377C2,baseline_unique,o
579,-3.411328128146091,1.0003097066887736,9,1,MAT,#E377C2,baseline_unique,o
589,-2.0029283074561017,0.37483225356575467,9,1,MAT,#E377C2,baseline_unique,o
646,2.782207854574028,0.49016496102978313,9,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
685,0.8242288395192965,-1.0609991720466465,9,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
694,3.736204351857838,2.071470074167267,9,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
697,-1.2632581475550306,-3.9394264215942627,9,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
735,2.6370999246092417,-0.505169483516824,9,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
57,0.2646163643723151,2.2711172328796296,8,2,QMIX;QTRAN,#dbdbdb,baseline_shared,o
68,3.0374751074670567,2.700744899931429,8,2,QMIX;Synergy,#dbdbdb,cross_shared,D
75,-3.3820756465821713,-2.553463118595801,8,1,QMIX,#F28E2B,baseline_unique,o
80,-1.67610275722796,-1.594679265950461,8,1,QMIX,#F28E2B,baseline_unique,o
91,2.5745214508456606,0.9135672657240943,8,2,QMIX;VDN,#dbdbdb,baseline_shared,o
153,-1.6328654968462144,0.37527065896205214,8,2,MAT;QMIX,#dbdbdb,baseline_shared,o
159,2.13676319277382,1.5130825657456515,8,1,QMIX,#F28E2B,baseline_unique,o
170,-1.7858303215637343,1.463153810101887,8,3,MAT;QMIX;QTRAN,#c3c3c3,baseline_shared,o
195,0.2782451220713573,0.33064992186676995,8,2,MAT;QMIX,#dbdbdb,baseline_shared,o
295,0.3076968469785244,0.24093713835998934,8,3,MAT;QMIX;VDN,#c3c3c3,baseline_shared,o
318,2.8219085431588784,1.660917991975123,8,2,MAPPO;QTRAN,#dbdbdb,baseline_shared,o
371,0.6803192893189927,1.566904232503858,8,1,QTRAN,#9467BD,baseline_unique,o
411,-3.4988709906631605,-3.9351788600298616,8,2,MAT;VDN,#dbdbdb,baseline_shared,o
412,-3.323246398716868,-2.6429715213917704,8,1,VDN,#D62728,baseline_unique,o
415,2.524289377076948,1.1679767273915884,8,1,VDN,#D62728,baseline_unique,o
470,-3.5664384586187876,-2.2922595368202168,8,1,VDN,#D62728,baseline_unique,o
486,-1.3993721067886769,-0.10620180737233001,8,2,MAT;VDN,#dbdbdb,baseline_shared,o
573,0.5177320381497741,0.1313311054863219,8,1,MAT,#E377C2,baseline_unique,o
581,-1.6567299876996442,0.36708784956643437,8,1,MAT,#E377C2,baseline_unique,o
644,1.0002854671623633,-2.0786274860634575,8,1,ETG-only,#8DB7E8,calp_unique,^
664,-4.289906655719035,-3.8611015626837335,8,1,ETG-only,#8DB7E8,calp_unique,^
680,0.7700493457611598,-1.5049584718557423,8,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
704,-1.2348518854343218,-3.8043976463878932,8,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
768,0.7325647581251395,-1.744906374264366,8,1,Synergy,#1F5A9D,calp_unique,^
4,-3.820818911939399,-0.45803720801796255,7,1,QMIX,#F28E2B,baseline_unique,o
50,0.3289552886727826,0.9355887877885853,7,2,QMIX;VDN,#dbdbdb,baseline_shared,o
61,6.138216492771811,4.15906697788175,7,2,QMIX;VDN,#dbdbdb,baseline_shared,o
77,-1.9621075879909562,0.5293504015131755,7,2,MAT;QMIX,#dbdbdb,baseline_shared,o
140,0.24091047751450095,-0.23611508282397362,7,1,QMIX,#F28E2B,baseline_unique,o
141,0.2033424654694677,0.5211009097543311,7,2,MAT;QMIX,#dbdbdb,baseline_shared,o
201,-1.5949722951081593,1.7201374767556992,7,2,QMIX;VDN,#dbdbdb,baseline_shared,o
254,-3.849884031711803,-0.13217253002281995,7,3,MAT;QMIX;VDN,#c3c3c3,baseline_shared,o
255,0.230413782310539,1.6532690925642022,7,2,QMIX;VDN,#dbdbdb,baseline_shared,o
282,-1.690427975783513,0.2126106733435849,7,2,QMIX;VDN,#dbdbdb,baseline_shared,o
414,-1.479187609498678,-1.0658568522879903,7,2,MAT;VDN,#dbdbdb,baseline_shared,o
423,-1.986712427171957,0.8160797369034375,7,2,MAT;VDN,#dbdbdb,baseline_shared,o
429,-3.2348467983619966,-2.36923354686057,7,1,VDN,#D62728,baseline_unique,o
434,-3.8285739346502425,-1.6448954379517642,7,1,VDN,#D62728,baseline_unique,o
435,0.7372412399767578,1.4372678044544385,7,2,MAT;VDN,#dbdbdb,baseline_shared,o
551,-0.8860479984852193,-2.1973019468978587,7,1,MAPPO,#17BECF,baseline_unique,o
569,2.639355378348604,0.2597601907550205,7,3,ETG-only;MAPPO;Synergy,#c3c3c3,cross_shared,D
584,0.14580275364283543,0.9957521332407178,7,1,MAT,#E377C2,baseline_unique,o
630,0.8709674996478944,-0.9788356727486688,7,2,ETG-only;RMAPPO,#dbdbdb,cross_shared,D
720,0.6994468908153092,-1.3947785263033963,7,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
726,2.797022636272275,0.7906263957537709,7,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
764,-1.2011459460392802,-2.937860873601865,7,1,Synergy,#1F5A9D,calp_unique,^
766,2.8914453706163354,0.7087087758970898,7,1,Synergy,#1F5A9D,calp_unique,^
72,0.7178974850046818,0.7039373611551492,6,2,MAT;QMIX,#dbdbdb,baseline_shared,o
85,-3.2260117668122117,-2.9998201104014783,6,3,MAT;QMIX;VDN,#c3c3c3,baseline_shared,o
87,-3.472665829959345,-1.0738893553108582,6,2,QMIX;VDN,#dbdbdb,baseline_shared,o
128,-3.8148155430479727,-1.696707404185525,6,2,QMIX;VDN,#dbdbdb,baseline_shared,o
158,-0.14098725305104906,1.5101079346163377,6,2,MAT;QMIX,#dbdbdb,baseline_shared,o
164,-1.5854810819618514,-1.3526092921296717,6,2,QMIX;QTRAN,#dbdbdb,baseline_shared,o
231,-1.4596719128041324,-0.3267221301866711,6,1,QMIX,#F28E2B,baseline_unique,o
237,-1.6580408708167491,0.5716247809792567,6,2,QMIX;VDN,#dbdbdb,baseline_shared,o
240,0.4079033316813368,-0.43800609676385643,6,2,QMIX;VDN,#dbdbdb,baseline_shared,o
243,-3.8682097283108385,-2.284774339694292,6,2,QMIX;VDN,#dbdbdb,baseline_shared,o
262,1.2170409673636868,5.942912692708711,6,2,QMIX;QTRAN,#dbdbdb,baseline_shared,o
308,-1.508692791849958,-0.22784023741256473,6,2,QMIX;VDN,#dbdbdb,baseline_shared,o
340,-1.917106172122119,0.13566065297839705,6,2,QTRAN;VDN,#dbdbdb,baseline_shared,o
351,-3.6950325122275847,-4.057452639873176,6,1,QTRAN,#9467BD,baseline_unique,o
398,-3.9288118737893747,-1.7074350610519995,6,1,VDN,#D62728,baseline_unique,o
421,-3.3090726276872626,-1.1286588666625503,6,1,VDN,#D62728,baseline_unique,o
436,-3.7226328220683405,-3.899741437484419,6,1,VDN,#D62728,baseline_unique,o
455,-3.4737346855885147,-0.7078790641103622,6,2,MAT;VDN,#dbdbdb,baseline_shared,o
466,-1.5418415976817967,-0.05610679472142585,6,1,VDN,#D62728,baseline_unique,o
480,-3.580337722739743,-3.1243555188445615,6,2,MAT;VDN,#dbdbdb,baseline_shared,o
500,-1.8989572365662886,1.1102592154404631,6,1,VDN,#D62728,baseline_unique,o
517,-3.4327580620684897,-1.019177471279725,6,1,VDN,#D62728,baseline_unique,o
576,2.27722602176311,1.3280074066298302,6,1,MAT,#E377C2,baseline_unique,o
582,-1.4072173880915486,-1.6691694967992157,6,1,MAT,#E377C2,baseline_unique,o
585,0.5737857135087209,-0.38809987191397066,6,1,MAT,#E377C2,baseline_unique,o
645,2.972784691081145,-0.5758766368322332,6,1,ETG-only,#8DB7E8,calp_unique,^
648,5.2393855011155495,-0.3758659933080747,6,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
670,1.0476902309592138,-1.1701949406898922,6,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
712,-1.5244455790509144,-3.148033687003863,6,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
713,-1.6620633679904446,-2.3994518718065305,6,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
715,0.5635943715597678,-1.4034288046391596,6,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
729,0.1725203278535655,3.564019489968996,6,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
734,-1.2492696862948893,-2.780432744942267,6,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
770,3.2785383783363695,-2.034118864526888,6,1,Synergy,#1F5A9D,calp_unique,^
66,0.643517127962214,0.7480573053067942,5,1,QMIX,#F28E2B,baseline_unique,o
111,0.6339778422921081,0.8814777701804183,5,1,QMIX,#F28E2B,baseline_unique,o
113,5.08450868939087,1.0211653358320987,5,1,QMIX,#F28E2B,baseline_unique,o
120,0.3401697525547024,-0.372349616733379,5,1,QMIX,#F28E2B,baseline_unique,o
149,1.3305640097900653,4.700637235597419,5,1,QMIX,#F28E2B,baseline_unique,o
152,-3.1514952017156332,-2.6283499948244486,5,1,QMIX,#F28E2B,baseline_unique,o
208,3.800861111111279,3.9357289193796636,5,1,QMIX,#F28E2B,baseline_unique,o
264,5.973439148655606,4.536877319673469,5,2,QMIX;QTRAN,#dbdbdb,baseline_shared,o
268,-1.4997132437205407,-0.46679183983903766,5,3,MAT;QMIX;VDN,#c3c3c3,baseline_shared,o
279,0.24265247786414812,0.7268839624416995,5,2,QMIX;QTRAN,#dbdbdb,baseline_shared,o
322,0.43811079202402237,0.7885383255473498,5,3,MAT;QTRAN;VDN,#c3c3c3,baseline_shared,o
334,0.8428845437373509,1.0250397101442539,5,1,QTRAN,#9467BD,baseline_unique,o
347,-1.9156730110761895,1.21380294207195,5,1,QTRAN,#9467BD,baseline_unique,o
399,-3.8238205718295264,-0.12000186938137433,5,1,VDN,#D62728,baseline_unique,o
413,-3.528439482497723,-0.8550700366026727,5,1,VDN,#D62728,baseline_unique,o
454,-3.3903550365987756,-2.1328262847141044,5,1,VDN,#D62728,baseline_unique,o
476,-3.7935429099222135,-0.5728063538059245,5,1,VDN,#D62728,baseline_unique,o
489,-3.6804798406568344,-0.6950983579035699,5,1,VDN,#D62728,baseline_unique,o
574,-3.1228357004548255,-2.8954727450083038,5,1,MAT,#E377C2,baseline_unique,o
658,0.7637845086880088,-1.5691726280100418,5,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
686,3.2238585996397746,-0.2335268935138502,5,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
691,3.622604324186958,2.2663413696985946,5,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
692,3.6932204116169616,2.5336363381165654,5,1,ETG-only,#8DB7E8,calp_unique,^
30,0.8351286452488547,1.0692433374278458,4,2,QMIX;VDN,#dbdbdb,baseline_shared,o
48,-1.6343623371723457,-0.9828047970862549,4,2,QMIX;VDN,#dbdbdb,baseline_shared,o
64,-1.7559507236999259,0.0447607416816634,4,2,QMIX;VDN,#dbdbdb,baseline_shared,o
90,0.9057544051021741,0.7673555057790082,4,2,QMIX;QTRAN,#dbdbdb,baseline_shared,o
92,3.2844098916960016,2.6722487974961124,4,2,QMIX;QTRAN,#dbdbdb,baseline_shared,o
101,1.085545094460443,3.3223241955976563,4,2,QMIX;VDN,#dbdbdb,baseline_shared,o
103,3.5982186483337943,4.408854505268762,4,1,QMIX,#F28E2B,baseline_unique,o
116,0.6344919206927642,0.10819753468393895,4,1,QMIX,#F28E2B,baseline_unique,o
124,-1.6253655540519028,-0.27900248261344424,4,1,QMIX,#F28E2B,baseline_unique,o
127,0.8300619286583768,0.12201741629903867,4,1,QMIX,#F28E2B,baseline_unique,o
130,-3.473086450141324,0.6516220155026934,4,2,QMIX;VDN,#dbdbdb,baseline_shared,o
154,2.483823457538883,0.8773204176431738,4,1,QMIX,#F28E2B,baseline_unique,o
156,-4.364056128056852,-1.2937315361059198,4,1,QMIX,#F28E2B,baseline_unique,o
161,0.3221846243187212,1.2292358492654094,4,1,QMIX,#F28E2B,baseline_unique,o
162,3.3268185952067246,2.313695661337328,4,1,QMIX,#F28E2B,baseline_unique,o
198,-3.461257884520272,-2.7063151187508514,4,2,MAT;QMIX,#dbdbdb,baseline_shared,o
199,-3.667319432820618,-0.8018537814358466,4,1,QMIX,#F28E2B,baseline_unique,o
202,1.0605874408853744,3.3470661769952863,4,2,QMIX;VDN,#dbdbdb,baseline_shared,o
206,0.6233412380291595,1.1248645106852297,4,2,QMIX;QTRAN,#dbdbdb,baseline_shared,o
220,-1.5796008894482287,-0.3778164982815204,4,2,QMIX;VDN,#dbdbdb,baseline_shared,o
232,-1.5404579530316216,1.156467584757522,4,1,QMIX,#F28E2B,baseline_unique,o
247,0.6101321649130059,1.0482067492839775,4,2,QMIX;VDN,#dbdbdb,baseline_shared,o
252,0.32992338029094753,0.4047645888368242,4,2,MAT;QMIX,#dbdbdb,baseline_shared,o
263,4.109653398195629,5.276881325418385,4,1,QMIX,#F28E2B,baseline_unique,o
283,-1.6021324515615831,1.3755506288957982,4,2,QMIX;QTRAN,#dbdbdb,baseline_shared,o
290,5.920298795633628,2.266873591160691,4,2,QMIX;QTRAN,#dbdbdb,baseline_shared,o
299,0.30710812225083994,0.550509352297876,4,2,MAT;QMIX,#dbdbdb,baseline_shared,o
320,-2.852753651916977,-3.234400153311389,4,1,QTRAN,#9467BD,baseline_unique,o
353,-1.5979470695127258,-1.487316014225539,4,1,QTRAN,#9467BD,baseline_unique,o
362,0.740178730899636,-0.46395798567514873,4,2,MAPPO;QTRAN,#dbdbdb,baseline_shared,o
364,-1.9491516158869757,-0.7650299152197266,4,2,QTRAN;VDN,#dbdbdb,baseline_shared,o
370,-1.6997752332214546,1.2334445646406196,4,1,QTRAN,#9467BD,baseline_unique,o
377,-1.8795231926506528,0.7243025536127458,4,1,QTRAN,#9467BD,baseline_unique,o
380,-2.1204770987529407,0.2617003146675697,4,1,QTRAN,#9467BD,baseline_unique,o
400,0.21917101004920334,1.171073198258682,4,1,VDN,#D62728,baseline_unique,o
404,-3.5394844196451243,-0.7321643927975401,4,1,VDN,#D62728,baseline_unique,o
422,-3.835298312706272,-0.23164731801892174,4,1,VDN,#D62728,baseline_unique,o
431,0.5115686486177851,1.7275148082664538,4,2,MAT;VDN,#dbdbdb,baseline_shared,o
440,-3.6170321178218345,-0.5548215105632901,4,1,VDN,#D62728,baseline_unique,o
443,-3.6189623750367903,-1.0276764404322518,4,1,VDN,#D62728,baseline_unique,o
456,-1.3765933743809466,1.2407072099311072,4,1,VDN,#D62728,baseline_unique,o
465,-3.3938167754268274,-3.445394704956413,4,2,MAT;VDN,#dbdbdb,baseline_shared,o
469,0.5771026927073089,1.6424922366268202,4,1,VDN,#D62728,baseline_unique,o
478,0.373337627149798,2.1126024230176856,4,1,VDN,#D62728,baseline_unique,o
485,0.132328070655045,1.898715759198594,4,2,MAT;VDN,#dbdbdb,baseline_shared,o
499,-3.6214569215868284,-0.8067850068229523,4,2,MAT;VDN,#dbdbdb,baseline_shared,o
571,-3.9598065112330896,-0.46892759440500187,4,1,MAT,#E377C2,baseline_unique,o
600,-3.709049003703954,-0.22764131249674321,4,1,MAT,#E377C2,baseline_unique,o
625,0.9950507711057154,-0.6349529248810216,4,1,RMAPPO,#8C564B,baseline_unique,o
642,0.984877247617476,-0.9422763786613025,4,3,ETG-only;RMAPPO;Synergy,#c3c3c3,cross_shared,D
643,-1.1618495861549458,-2.833111345400791,4,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
647,3.2142095893427256,3.0320705314364225,4,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
659,1.3885235526007376,-1.4110602394270455,4,1,ETG-only,#8DB7E8,calp_unique,^
663,3.183829073847613,0.6247517760566703,4,1,ETG-only,#8DB7E8,calp_unique,^
672,3.5619414013263055,-1.8345343661083655,4,1,ETG-only,#8DB7E8,calp_unique,^
674,3.2169276745995132,-1.9177608344206831,4,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
678,2.7508912481131,1.0030644006208917,4,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
693,3.0591464329584555,-0.8663110743375775,4,1,ETG-only,#8DB7E8,calp_unique,^
698,3.06082427186154,-0.8033639762536356,4,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
700,1.0147309979031933,-1.916794589541393,4,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
725,-1.326735832934929,-3.3869628651114803,4,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
753,3.8321541823451777,2.130709998313996,4,1,ETG-only,#8DB7E8,calp_unique,^
756,1.017775219738915,-2.219849149008369,4,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
777,3.13694675893487,-0.47937681854658826,4,1,Synergy,#1F5A9D,calp_unique,^
783,-1.0380946676467298,-2.890010306104122,4,1,Synergy,#1F5A9D,calp_unique,^
44,-1.883668636771575,0.22309525377042114,3,1,QMIX,#F28E2B,baseline_unique,o
56,-1.7075260270155408,1.1079115899168985,3,2,QMIX;QTRAN,#dbdbdb,baseline_shared,o
65,0.32761480077214594,-0.06504948137932366,3,1,QMIX,#F28E2B,baseline_unique,o
122,0.17535418650124515,1.9425537202584566,3,1,QMIX,#F28E2B,baseline_unique,o
126,0.4905541926488445,-0.25936696563401,3,1,QMIX,#F28E2B,baseline_unique,o
135,0.2596276900626128,0.7630301669463377,3,1,QMIX,#F28E2B,baseline_unique,o
137,0.9704655366320744,4.670903112630246,3,1,QMIX,#F28E2B,baseline_unique,o
163,-1.4814870807295384,1.202666295787754,3,2,QMIX;VDN,#dbdbdb,baseline_shared,o
167,0.19841183806698914,1.3207715414549968,3,2,QMIX;VDN,#dbdbdb,baseline_shared,o
181,-4.2280349582986325,-1.666481900824022,3,1,QMIX,#F28E2B,baseline_unique,o
200,-1.5581921512636059,0.22082468141187622,3,2,QMIX;VDN,#dbdbdb,baseline_shared,o
204,3.648319215520036,4.363101013247631,3,1,QMIX,#F28E2B,baseline_unique,o
209,2.011076092689249,2.6449128369391017,3,2,MAT;QMIX,#dbdbdb,baseline_shared,o
217,-1.9959497354583176,-1.0420012909728364,3,2,MAT;QMIX,#dbdbdb,baseline_shared,o
226,-1.584071445712732,0.37766675210346234,3,2,QMIX;QTRAN,#dbdbdb,baseline_shared,o
259,-1.6085491545992274,1.3204532461841916,3,2,QMIX;QTRAN,#dbdbdb,baseline_shared,o
260,-1.4492635131653926,2.3006283382545853,3,2,QMIX;QTRAN,#dbdbdb,baseline_shared,o
284,-1.7990139357585748,-0.8043303816653941,3,2,QMIX;QTRAN,#dbdbdb,baseline_shared,o
288,0.46315640651439804,2.2542603464136315,3,1,QMIX,#F28E2B,baseline_unique,o
305,0.015059612282541024,1.90543982562885,3,2,MAT;QMIX,#dbdbdb,baseline_shared,o
336,1.2759370726078558,-0.2358899902847688,3,1,QTRAN,#9467BD,baseline_unique,o
338,-1.4283468605438383,-1.7922440360089258,3,1,QTRAN,#9467BD,baseline_unique,o
341,-1.7985295263044794,1.9191847351488895,3,1,QTRAN,#9467BD,baseline_unique,o
348,-1.6943289450043635,2.232254935715548,3,1,QTRAN,#9467BD,baseline_unique,o
356,-2.2204445201672143,0.9529740666188335,3,1,QTRAN,#9467BD,baseline_unique,o
358,0.22724293742320362,2.502993504461205,3,1,QTRAN,#9467BD,baseline_unique,o
381,2.7330620611787153,0.6374841962443382,3,1,QTRAN,#9467BD,baseline_unique,o
390,0.8984581860111247,-0.1369678638556411,3,2,QTRAN;RMAPPO,#dbdbdb,baseline_shared,o
407,-1.7519973736929402,1.2548896367676843,3,1,VDN,#D62728,baseline_unique,o
425,3.2200437319805992,2.4532379682497285,3,1,VDN,#D62728,baseline_unique,o
437,0.5323841564904386,0.1606554990777502,3,1,VDN,#D62728,baseline_unique,o
444,0.644610592868649,0.023827614983716362,3,1,VDN,#D62728,baseline_unique,o
446,-3.770532968315262,-0.6267837085004256,3,1,VDN,#D62728,baseline_unique,o
461,-3.34975075730944,-2.297489251435099,3,1,VDN,#D62728,baseline_unique,o
464,-3.7150790346309033,-1.728983151752457,3,1,VDN,#D62728,baseline_unique,o
471,-1.441184938447363,1.6128582491884311,3,1,VDN,#D62728,baseline_unique,o
477,-3.584485916607716,0.8462450794416111,3,1,VDN,#D62728,baseline_unique,o
490,-1.437343120974317,0.5193404286454456,3,1,VDN,#D62728,baseline_unique,o
495,2.8090247657878407,1.1877440319308856,3,1,VDN,#D62728,baseline_unique,o
511,-1.5853148536764108,1.2327437085247928,3,1,VDN,#D62728,baseline_unique,o
520,-1.4932143383812477,0.10875864107184444,3,1,VDN,#D62728,baseline_unique,o
524,0.579406645448396,0.07202226717693366,3,1,VDN,#D62728,baseline_unique,o
566,0.6341669513153859,3.527185440645539,3,2,ETG-only;MAPPO,#dbdbdb,cross_shared,D
577,3.44672257915398,-1.4409184372118522,3,2,ETG-only;MAT,#dbdbdb,cross_shared,D
593,0.6671312835065405,0.8667074782612739,3,1,MAT,#E377C2,baseline_unique,o
596,0.7525586017113088,0.31151940168587783,3,1,MAT,#E377C2,baseline_unique,o
597,0.31931943116739536,1.731317971654374,3,1,MAT,#E377C2,baseline_unique,o
608,0.5044382169270191,1.1586991209543387,3,1,MAT,#E377C2,baseline_unique,o
626,0.6579361817113768,-0.8573756527597459,3,2,ETG-only;RMAPPO,#dbdbdb,cross_shared,D
629,2.6085501065858314,1.3482888424340285,3,2,ETG-only;RMAPPO,#dbdbdb,cross_shared,D
633,2.3657469517796974,1.7336937319500043,3,1,RMAPPO,#8C564B,baseline_unique,o
634,-4.409545111536909,-3.418167771828038,3,1,RMAPPO,#8C564B,baseline_unique,o
635,-0.01704981793894542,1.3823746353411908,3,1,RMAPPO,#8C564B,baseline_unique,o
637,2.8476074620700995,0.9459910945581819,3,2,RMAPPO;Synergy,#dbdbdb,cross_shared,D
640,2.9148094220207947,0.2905902206303608,3,1,RMAPPO,#8C564B,baseline_unique,o
667,3.113374852497071,-0.4296317640217253,3,1,ETG-only,#8DB7E8,calp_unique,^
673,0.8989043503241989,-1.7956626710708017,3,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
679,2.527530249111277,1.4024230957040855,3,1,ETG-only,#8DB7E8,calp_unique,^
681,0.9530776138270572,-1.5569562280504283,3,1,ETG-only,#8DB7E8,calp_unique,^
683,3.1242531975218837,0.37477359788081793,3,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
699,4.040491496275839,1.6097168592263116,3,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
701,-1.527981830989397,-3.256828152881798,3,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
714,0.7353693010289163,-2.2239034881830744,3,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
717,2.700177524680084,1.0594695918259207,3,1,ETG-only,#8DB7E8,calp_unique,^
722,2.3592904445215876,3.1364985919146364,3,1,ETG-only,#8DB7E8,calp_unique,^
733,-1.3947408165241038,-2.576448200259762,3,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
737,-1.1606847008504122,-3.632502713487837,3,2,ETG-only;Synergy,#dbdbdb,calp_shared,^
769,0.8657345169787327,-1.16235230911065,3,1,Synergy,#1F5A9D,calp_unique,^
776,1.1708571697564003,-1.7435045811013017,3,1,Synergy,#1F5A9D,calp_unique,^
791,0.6343127373515589,-1.6920166927476634,3,1,Synergy,#1F5A9D,calp_unique,^
29,-1.4828807058860463,1.1222257247208638,2,1,QMIX,#F28E2B,baseline_unique,o
62,-3.7061553050558036,-2.601073671920997,2,1,QMIX,#F28E2B,baseline_unique,o
83,0.3266079752735748,1.262943855985978,2,1,QMIX,#F28E2B,baseline_unique,o
109,2.663419526554671,1.1914081474824851,2,1,QMIX,#F28E2B,baseline_unique,o
114,0.5899039638680925,1.2569197851966476,2,1,QMIX,#F28E2B,baseline_unique,o
115,-1.7087834463291767,-0.718029185000231,2,1,QMIX,#F28E2B,baseline_unique,o
134,3.160261582965556,3.035810817060589,2,1,QMIX,#F28E2B,baseline_unique,o
136,0.2356356468317984,1.6660273954935698,2,1,QMIX,#F28E2B,baseline_unique,o
146,3.6122914013336427,3.799462106041836,2,1,QMIX,#F28E2B,baseline_unique,o
160,0.24656223279663336,0.029203960217944427,2,1,QMIX,#F28E2B,baseline_unique,o
165,-1.8422771316591546,-1.1546713803211481,2,1,QMIX,#F28E2B,baseline_unique,o
173,-4.063444191632265,-1.528507368201367,2,2,QMIX;VDN,#dbdbdb,baseline_shared,o
177,0.5155176221791208,1.9441173701155852,2,1,QMIX,#F28E2B,baseline_unique,o
179,2.6468364357485417,0.1453254452021575,2,1,QMIX,#F28E2B,baseline_unique,o
180,-1.8859648914794684,0.11108629140882452,2,1,QMIX,#F28E2B,baseline_unique,o
183,0.2401170832533921,0.379289450178294,2,2,QMIX;QTRAN,#dbdbdb,baseline_shared,o
187,0.37338959642970554,0.6164546709719569,2,1,QMIX,#F28E2B,baseline_unique,o
189,0.719104573055785,4.6102049526887345,2,2,QMIX;VDN,#dbdbdb,baseline_shared,o
203,1.2481318298116422,4.726575939219525,2,1,QMIX,#F28E2B,baseline_unique,o
205,-1.9222260033028715,0.33517631820800725,2,2,QMIX;QTRAN,#dbdbdb,baseline_shared,o
218,-2.2071099491314645,0.8300429558831178,2,1,QMIX,#F28E2B,baseline_unique,o
219,-4.052715225061277,-4.0325939775738044,2,1,QMIX,#F28E2B,baseline_unique,o
234,-3.504924754907393,-2.0097662388247683,2,2,QMIX;VDN,#dbdbdb,baseline_shared,o
236,-1.6647287869182197,-0.8920199231570058,2,1,QMIX,#F28E2B,baseline_unique,o
239,-3.4181185730498638,-3.3837079873405513,2,1,QMIX,#F28E2B,baseline_unique,o
241,0.4600048140294989,1.4237723270311067,2,1,QMIX,#F28E2B,baseline_unique,o
246,-1.6477172209919622,0.5038309113530387,2,1,QMIX,#F28E2B,baseline_unique,o
253,0.3574447792145126,1.131717171466785,2,1,QMIX,#F28E2B,baseline_unique,o
261,-1.5073730482205554,4.813294295042528,2,2,QMIX;QTRAN,#dbdbdb,baseline_shared,o
271,4.868943133730716,-0.2287360999762522,2,1,QMIX,#F28E2B,baseline_unique,o
274,0.6844960114605383,3.1881378390857,2,1,QMIX,#F28E2B,baseline_unique,o
278,-1.7433281436443209,0.42295581690626016,2,1,QMIX,#F28E2B,baseline_unique,o
281,-1.9197212253000853,-0.33228866649710975,2,1,QMIX,#F28E2B,baseline_unique,o
286,2.99985952587169,3.1502247327419926,2,1,QMIX,#F28E2B,baseline_unique,o
289,1.3147136676391713,3.665175749435553,2,2,QMIX;QTRAN,#dbdbdb,baseline_shared,o
297,0.3274399995878356,1.493453730400309,2,2,QMIX;QTRAN,#dbdbdb,baseline_shared,o
300,0.327656513635673,1.7711436057293515,2,2,MAT;QMIX,#dbdbdb,baseline_shared,o
301,0.5294282270937685,-0.48716305697259515,2,2,ETG-only;QMIX,#dbdbdb,cross_shared,D
321,-1.4621587616955634,-0.8542298407509774,2,1,QTRAN,#9467BD,baseline_unique,o
326,2.350614052989411,2.153003271000799,2,1,QTRAN,#9467BD,baseline_unique,o
329,0.9531631450564437,1.2737560876340164,2,1,QTRAN,#9467BD,baseline_unique,o
