source,target,transition_count,state_distance,methods,category
317,541,3,1.0045442601516026,MAPPO,baseline
317,79,3,2.9794575214724777,,baseline
317,540,1,3.6304991881391437,MAPPO,baseline
317,656,2,2.525,Synergy,calp
543,544,17,0.7999999999999999,MAPPO;RMAPPO,baseline
543,649,1,1.2441941738241593,ETG-only,calp
21,74,1,3.364583333333333,QMIX,baseline
21,59,3,2.732855228815101,QMIX,baseline
21,19,2,3.215625,,baseline
21,150,8,2.627083333333333,QMIX;VDN,baseline
21,287,1,3.317230228815101,QMIX,baseline
21,149,1,3.3291666666666666,QMIX,baseline
21,275,1,2.5827439217734645,QTRAN,baseline
21,58,2,3.732855228815101,QTRAN,baseline
21,256,1,2.3328552288151005,VDN,baseline
21,229,1,3.9043887535787465,VDN,baseline
313,314,28,0.9333333333333333,QTRAN,baseline
313,335,2,1.2468750000000002,QTRAN,baseline
313,327,6,0.846875,QTRAN,baseline
313,338,1,0.5802083333333333,QTRAN,baseline
313,389,1,0.602305420245413,QTRAN,baseline
213,40,2,1.215625,,baseline
213,168,1,1.9916666666666667,,baseline
213,159,1,1.8712775071574925,,baseline
213,18,7,2.9500867386791247,,baseline
213,68,1,0.7981387535787461,,baseline
213,161,1,2.9489583333333336,,baseline
213,74,8,0.6985910086855438,,baseline
213,19,1,0.8248401920669425,,baseline
213,325,3,2.8349385621484338,QTRAN,baseline
213,67,1,2.1314720869120793,,baseline
213,144,3,2.8818135621484338,,baseline
213,270,1,2.4468750000000004,MAT,baseline
213,540,12,2.1489583333333333,MAT,baseline
213,172,13,2.3264858404908257,,baseline
213,79,2,1.786680420245413,,baseline
213,576,2,1.5916666666666666,MAT,baseline
213,112,16,2.2776468954817677,,baseline
213,435,1,4.140625,MAT,baseline
213,125,1,2.815625,,baseline
81,80,1,1.3333333333333333,,baseline
81,16,1,0.9119105884401311,,baseline
81,558,20,1.2072916666666669,ETG-only;MAPPO,cross_shared
81,139,2,3.6312499999999996,MAPPO,baseline
81,617,7,0.8148741881391444,RMAPPO,baseline
81,676,9,2.2666666666666666,ETG-only,calp
81,630,2,1.3794575214724778,ETG-only,calp
81,684,6,0.8,ETG-only,calp
81,720,1,0.6666666666666667,ETG-only,calp
81,675,1,1.2,ETG-only,calp
81,734,2,3.2156249999999997,ETG-only,calp
81,733,1,2.2666666666666666,ETG-only,calp
81,750,2,0.6666666666666667,ETG-only,calp
651,650,3,2.5996245940695726,,baseline
651,73,17,2.4661885621484343,,baseline
651,663,1,2.8689720869120796,ETG-only,calp
651,567,1,2.466291260736239,,baseline
651,683,2,2.4220970869120797,ETG-only;Synergy,calp
651,696,6,2.2887637535787464,Synergy,calp
651,656,3,2.9333333333333336,Synergy,calp
5,4,2,3.066666666666667,,baseline
5,6,5,0.8937499999999999,MAT;QMIX;VDN,baseline
5,64,2,1.5016052288151007,QMIX,baseline
5,126,2,0.7806525071574925,QMIX,baseline
5,7,1,2.09375,QMIX,baseline
5,119,1,2.1489583333333337,QMIX,baseline
5,195,4,0.8043268178527081,MAT;QMIX,baseline
5,240,1,0.6880129417178905,QMIX,baseline
5,45,2,1.0971658548058107,MAT;QMIX,baseline
5,63,2,1.8887637535787463,MAT;QMIX,baseline
5,292,3,2.1652576753522106,MAT;QMIX;VDN,baseline
5,139,3,2.2979166666666666,MAT;QMIX,baseline
5,140,1,0.83125,QMIX,baseline
5,416,4,4.42209708691208,VDN,baseline
5,408,4,1.2304991881391443,VDN,baseline
5,406,1,2.7760416666666665,VDN,baseline
5,295,1,0.8,VDN,baseline
5,366,1,3.309375,VDN,baseline
5,418,1,1.9030991505885653,VDN,baseline
5,27,2,3.591666666666667,VDN,baseline
5,437,2,1.1962775071574927,VDN,baseline
5,444,1,1.4564720869120795,VDN,baseline
5,413,1,5.066666666666666,VDN,baseline
5,99,1,1.199249188139144,VDN,baseline
5,309,1,1.7249999999999999,VDN,baseline
5,96,1,2.666666666666667,VDN,baseline
5,49,1,1.2434433619633034,VDN,baseline
5,157,1,1.2220970869120797,VDN,baseline
5,469,1,2.0487023157271804,VDN,baseline
5,486,2,2.8,VDN,baseline
5,121,1,1.2156250000000002,VDN,baseline
5,48,1,2.9710554202454134,VDN,baseline
5,145,1,1.283846275051224,VDN,baseline
5,130,1,3.7645833333333334,VDN,baseline
5,175,2,2.446875,MAT,baseline
5,555,3,1.1135416666666667,MAT,baseline
5,78,1,2.0726606490605137,MAT,baseline
5,544,4,2.4267079274029055,MAT,baseline
5,16,2,1.0444931099126087,MAT,baseline
5,82,1,1.3794575214724774,MAT,baseline
5,584,2,1.4880129417178904,MAT,baseline
5,582,2,3.22209708691208,MAT,baseline
5,583,2,0.6880129417178906,MAT,baseline
5,600,1,3.082291666666667,MAT,baseline
5,141,1,1.3489583333333333,MAT,baseline
5,505,1,4.133333333333334,MAT,baseline
549,79,8,1.9485829274029056,,baseline
549,554,2,2.1995218954817677,MAPPO,baseline
549,553,3,2.658333333333333,MAPPO,baseline
549,545,1,3.2267079274029054,,baseline
549,620,16,2.627083333333333,RMAPPO,baseline
549,623,2,2.132582521472478,RMAPPO,baseline
549,350,2,2.43125,,baseline
549,656,1,3.182513753578746,Synergy,calp
549,690,1,1.6434433619633033,Synergy,calp
314,370,1,0.9802083333333331,QTRAN,baseline
314,396,1,0.5995218954817674,QTRAN,baseline
762,670,1,1.6461241881391444,,baseline
762,657,9,1.8979166666666667,,baseline
762,658,1,0.8156249999999999,,baseline
762,768,8,0.5333333333333333,Synergy,calp
762,654,2,1.0979166666666664,,baseline
762,776,1,1.8895833333333334,Synergy,calp
762,778,18,0.9950825214724778,Synergy,calp
762,653,3,0.8461241881391441,,baseline
762,193,1,1.1713968954817675,,baseline
762,682,1,1.3794575214724778,,baseline
762,767,4,1.3489583333333333,Synergy,calp
762,652,2,1.246124188139144,,baseline
762,711,4,1.6617491881391444,,baseline
762,791,2,0.7348879417178904,Synergy,calp
762,783,1,3.0023054202454125,Synergy,calp
762,700,1,0.9950825214724774,,baseline
762,802,1,2.980208333333333,Synergy,calp
538,539,18,1.6,MAPPO,baseline
538,555,4,0.5802083333333334,MAPPO;MAT,baseline
538,562,5,2.1489583333333333,ETG-only;MAPPO,cross_shared
538,483,5,0.8910691738241591,,baseline
538,139,1,2.03125,,baseline
538,175,1,2.446875,,baseline
538,715,2,1.1992491881391443,ETG-only,calp
538,716,1,2.0,ETG-only,calp
538,667,1,2.533333333333333,ETG-only,calp
538,731,1,0.7999999999999999,ETG-only,calp
544,192,8,3.786680420245413,,baseline
544,223,10,2.1652576753522106,,baseline
544,14,4,3.510860840490826,,baseline
544,157,1,2.2712775071574924,,baseline
544,118,1,3.948582927402905,,baseline
544,571,1,3.2,MAT,baseline
544,582,1,2.71011002862997,MAT,baseline
544,581,1,1.635860840490826,MAT,baseline
13,12,8,0.5333333333333334,,baseline
13,14,13,0.7999999999999999,MAT;QMIX,baseline
13,184,24,0.8377220869120797,MAT;QMIX,baseline
13,185,1,0.8377220869120795,QMIX,baseline
13,147,4,1.0822916666666667,MAT;QMIX,baseline
13,198,4,0.8441941738241591,MAT;QMIX,baseline
13,192,17,1.0979166666666664,MAT;QMIX,baseline
13,574,4,1.364583333333333,MAT,baseline
14,192,3,0.5645833333333332,MAT;QMIX,baseline
14,119,1,3.104388753578746,QMIX,baseline
14,34,15,1.0822916666666664,MAT,baseline
14,571,2,1.1108608404908256,MAT,baseline
14,63,2,3.1108608404908256,MAT,baseline
14,590,1,1.7554304202454127,MAT,baseline
14,575,1,2.03772208691208,MAT,baseline
540,539,10,0.6666666666666667,,baseline
540,541,17,1.3333333333333333,MAPPO,baseline
540,556,1,0.5802083333333334,MAPPO,baseline
540,557,2,2.3135416666666666,MAPPO;MAT,baseline
540,562,4,1.2156249999999997,MAPPO;MAT,baseline
540,142,5,0.5682718954817674,,baseline
540,542,1,3.0666666666666664,MAPPO,baseline
540,563,1,0.5489583333333332,MAPPO,baseline
540,270,8,1.1291666666666664,,baseline
540,196,5,0.9489583333333332,,baseline
540,141,1,2.015625,,baseline
540,18,2,1.3744105884401308,,baseline
540,74,1,2.2648054202454126,,baseline
540,158,1,2.9554304202454125,,baseline
540,300,1,1.7489583333333334,,baseline
540,305,1,1.6312499999999999,,baseline
540,299,1,2.2979166666666666,,baseline
540,209,1,2.8533470869120796,,baseline
540,7,1,1.9604166666666667,,baseline
96,95,4,2.0,,baseline
96,97,3,0.9333333333333336,QMIX;VDN,baseline
96,37,1,0.909375,,baseline
96,106,1,1.2156250000000002,QMIX,baseline
96,54,4,1.0270833333333333,,baseline
96,110,1,1.465915854805811,QMIX,baseline
96,236,1,0.6815408548058111,QMIX,baseline
96,284,1,0.5489583333333334,QMIX,baseline
96,340,2,1.4666666666666668,QTRAN;VDN,baseline
96,324,1,0.9333333333333333,QTRAN,baseline
96,28,4,1.3638325214724778,,baseline
96,364,3,0.6822916666666667,QTRAN;VDN,baseline
96,383,2,0.9489583333333333,QTRAN,baseline
96,410,3,2.1333333333333333,VDN,baseline
96,282,1,1.2,VDN,baseline
96,421,3,2.933333333333333,VDN,baseline
96,343,1,1.6461241881391444,VDN,baseline
96,176,2,1.3443135621484343,VDN,baseline
96,429,2,3.0822916666666664,VDN,baseline
96,434,1,2.288763753578746,VDN,baseline
96,492,2,2.164583333333333,VDN,baseline
96,493,2,0.8468749999999998,VDN,baseline
96,497,1,2.8349385621484338,VDN,baseline
96,308,2,1.897165854805811,VDN,baseline
96,254,1,1.7775275071574925,VDN,baseline
96,157,1,2.2887637535787464,VDN,baseline
96,27,2,0.9638325214724777,,baseline
96,481,2,3.1999999999999997,VDN,baseline
96,517,2,3.215625,VDN,baseline
96,466,2,1.9322071155420502,VDN,baseline
96,489,1,2.4,VDN,baseline
96,423,1,1.604610840490826,VDN,baseline
96,406,1,1.709375,VDN,baseline
649,657,4,1.2689720869120797,ETG-only,calp
649,697,1,0.7356387535787464,ETG-only,calp
649,664,1,3.355430420245413,ETG-only,calp
649,712,1,1.221346275051224,ETG-only,calp
649,737,1,0.5775275071574926,ETG-only,calp
649,764,3,1.4804304202454128,Synergy,calp
660,659,4,1.8666666666666667,,baseline
660,661,11,0.940625,ETG-only;Synergy,calp
660,658,1,2.046875,,baseline
660,663,1,1.2312500000000002,ETG-only,calp
660,702,1,2.9802083333333336,ETG-only,calp
660,670,3,2.704388753578746,ETG-only;Synergy,calp
660,656,14,0.7981387535787463,,baseline
660,654,1,2.03125,,baseline
660,650,1,1.281916260736239,,baseline
660,767,10,1.7802083333333334,Synergy,calp
660,689,2,2.548958333333333,Synergy,calp
660,711,12,2.1775275071574924,Synergy,calp
660,567,6,1.2377220869120797,,baseline
660,628,4,2.8220970869120796,,baseline
660,785,1,0.5554304202454128,Synergy,calp
660,703,1,2.6979166666666665,Synergy,calp
660,696,1,1.3093750000000002,Synergy,calp
660,793,1,1.526485840490826,Synergy,calp
660,642,2,1.5135416666666668,,baseline
58,57,2,2.2666666666666666,,baseline
58,59,2,1.0666666666666667,QMIX;QTRAN,baseline
58,303,1,2.9010416666666665,QMIX,baseline
58,262,1,1.215625,QMIX,baseline
58,39,1,3.5992491881391446,,baseline
58,260,1,4.43772208691208,QTRAN,baseline
58,275,8,2.3135416666666666,QTRAN,baseline
58,228,3,3.8659158548058112,QTRAN,baseline
58,230,4,4.429618921773464,QTRAN,baseline
58,211,12,4.014874188139144,QTRAN,baseline
58,355,1,4.760416666666666,QTRAN,baseline
58,60,2,2.2666666666666666,QTRAN,baseline
58,358,2,2.822916666666667,QTRAN,baseline
58,290,1,3.03772208691208,QTRAN,baseline
58,341,1,5.097916666666666,QTRAN,baseline
58,371,1,4.320833333333333,QTRAN,baseline
58,316,2,2.8341877502875783,QTRAN,baseline
58,376,1,4.069791666666667,QTRAN,baseline
58,325,2,3.7249999999999996,QTRAN,baseline
58,289,1,1.4252220869120795,QTRAN,baseline
58,334,1,4.336458333333333,QTRAN,baseline
58,276,1,4.395833333333333,QTRAN,baseline
58,188,1,3.0270833333333336,VDN,baseline
58,150,1,2.1802083333333333,VDN,baseline
144,159,1,3.4059939823938468,QMIX,baseline
144,570,1,3.246875,MAT,baseline
144,31,1,2.4533470869120793,,baseline
144,298,17,2.415625,RMAPPO,baseline
144,269,3,3.7802083333333334,RMAPPO,baseline
144,638,1,4.846875,RMAPPO,baseline
144,615,2,4.713541666666666,RMAPPO,baseline
144,751,2,2.446875,ETG-only,calp
622,621,14,1.7333333333333334,,baseline
622,623,25,0.6666666666666667,RMAPPO,baseline
622,627,10,2.846875,RMAPPO,baseline
622,635,1,2.8,RMAPPO,baseline
554,330,2,2.43125,,baseline
554,690,14,2.3135416666666666,ETG-only;Synergy,calp
554,692,5,2.446875,ETG-only,calp
554,656,2,3.9135416666666667,ETG-only;Synergy,calp
554,73,1,4.446875,,baseline
554,749,2,3.5328552288151007,ETG-only,calp
554,650,1,3.7802083333333334,ETG-only,calp
554,694,1,3.266188562148434,Synergy,calp
554,696,1,3.7802083333333334,Synergy,calp
54,53,1,0.9333333333333332,,baseline
54,55,3,0.9333333333333333,QMIX,baseline
54,115,1,1.1916666666666664,QMIX,baseline
54,35,1,2.1489583333333333,,baseline
54,70,1,0.5710554202454128,QMIX,baseline
54,71,4,1.2377220869120797,QMIX;VDN,baseline
54,48,2,0.7043887535787462,,baseline
54,417,3,3.23125,VDN,baseline
54,403,1,3.0822916666666664,VDN,baseline
54,406,4,1.881540854805811,VDN,baseline
54,442,1,2.4220970869120793,VDN,baseline
54,343,4,1.740625,VDN,baseline
54,446,2,3.3333333333333335,VDN,baseline
54,421,2,2.8,VDN,baseline
54,97,3,1.4270833333333335,VDN,baseline
54,28,4,1.4583333333333335,,baseline
54,95,2,3.2,VDN,baseline
54,429,1,3.215625,VDN,baseline
54,499,1,1.6,VDN,baseline
54,38,1,1.6156250000000003,,baseline
54,416,2,3.4887637535787466,VDN,baseline
54,176,1,1.6505635621484342,VDN,baseline
54,410,1,2.0,VDN,baseline
54,486,1,1.3333333333333335,VDN,baseline
54,308,1,1.9916666666666667,VDN,baseline
54,464,1,2.1333333333333333,VDN,baseline
54,434,1,3.22209708691208,VDN,baseline
211,177,1,1.146576443245942,,baseline
211,51,1,3.958555420245413,,baseline
211,247,1,1.526485840490826,QMIX,baseline
211,248,1,2.3043887535787464,QMIX,baseline
211,99,1,1.6377220869120797,,baseline
211,31,1,4.0109802288151,,baseline
211,316,9,1.5328552288151007,QTRAN,baseline
211,318,4,1.5043887535787461,QTRAN,baseline
211,346,1,3.171055420245413,QTRAN,baseline
211,359,1,0.7043887535787462,QTRAN,baseline
211,370,1,2.1710554202454126,QTRAN,baseline
211,372,1,1.6598191738241592,QTRAN,baseline
211,275,1,4.649180420245413,QTRAN,baseline
211,334,1,1.2654377502875784,QTRAN,baseline
175,176,1,0.9489583333333336,QMIX,baseline
175,37,1,0.5958333333333332,,baseline
175,43,3,0.8266052288151007,,baseline
175,214,5,1.7599385621484342,MAT;QMIX,baseline
175,258,1,0.5995218954817674,QMIX,baseline
175,3,1,2.446875,,baseline
175,63,1,0.6739583333333332,,baseline
175,4,1,2.046875,,baseline
175,282,1,1.3406250000000002,QMIX,baseline
175,152,1,3.1135416666666664,,baseline
175,294,1,2.580208333333333,QMIX,baseline
175,131,1,1.668221275051224,,baseline
175,331,6,1.1291666666666669,QTRAN,baseline
175,307,2,1.4997439823938472,QTRAN,baseline
175,64,1,1.3470970869120795,,baseline
175,292,3,0.8606387535787461,MAT,baseline
175,583,1,2.4661885621484343,MAT,baseline
175,217,1,0.7291666666666667,MAT,baseline
175,555,1,3.0059939823938473,MAT,baseline
175,139,3,1.2661885621484341,,baseline
175,578,1,2.1802083333333333,MAT,baseline
558,559,16,1.7333333333333334,ETG-only;MAPPO;Synergy,cross_shared
558,45,2,0.8385416666666667,,baseline
558,684,2,1.2072916666666667,ETG-only;Synergy,calp
558,685,1,0.8072916666666666,ETG-only,calp
558,677,2,2.1802083333333333,ETG-only,calp
558,675,1,1.0739583333333336,ETG-only,calp
558,630,1,1.6267079274029057,ETG-only,calp
558,735,4,1.7802083333333334,ETG-only,calp
558,627,1,1.0270833333333333,ETG-only,calp
558,705,1,1.5760416666666668,ETG-only,calp
558,798,1,2.0137637535787465,Synergy,calp
31,30,1,2.43125,,baseline
31,46,3,1.9916666666666667,QMIX,baseline
31,112,4,1.3958333333333335,QMIX,baseline
31,177,1,3.6480034053457917,QMIX,baseline
31,59,1,1.740625,QMIX,baseline
31,109,1,2.4046108404908257,QMIX,baseline
31,19,2,0.761963846566554,,baseline
31,286,1,0.7348879417178906,QMIX,baseline
31,143,2,0.680430420245413,QMIX,baseline
31,18,1,1.8114583333333334,,baseline
31,288,1,3.13932731572718,QMIX,baseline
31,322,1,4.227083333333333,QTRAN,baseline
31,90,2,3.0023054202454134,QTRAN,baseline
31,92,1,0.8871326753522106,QTRAN,baseline
31,330,1,0.8624999999999998,QTRAN,baseline
31,438,1,2.7172302288151005,VDN,baseline
31,267,2,2.195082521472478,VDN,baseline
31,495,2,2.3792882425454494,VDN,baseline
31,510,1,3.340625,VDN,baseline
31,427,1,1.8052431705329912,VDN,baseline
31,91,1,1.8023054202454127,VDN,baseline
31,67,1,1.8152495940695723,VDN,baseline
31,432,1,2.4514858404908257,VDN,baseline
31,215,1,2.0330773157271804,MAT,baseline
19,18,5,1.3333333333333333,,baseline
19,67,3,1.8979166666666667,QMIX,baseline
19,68,1,0.5645833333333332,QMIX,baseline
19,73,2,2.4818135621484343,QMIX,baseline
19,74,3,0.7629522551067975,QMIX,baseline
19,114,1,3.234938562148434,QMIX,baseline
19,125,2,3.516077255106798,QMIX,baseline
19,66,1,2.933333333333333,QMIX,baseline
19,146,1,2.3108608404908257,QMIX,baseline
19,162,2,0.7114324839218984,QMIX,baseline
19,113,3,2.782059866778143,QMIX,baseline
19,253,1,2.83125,QMIX,baseline
19,241,1,4.168271895481768,QMIX,baseline
19,59,1,1.8895833333333334,QMIX,baseline
19,79,1,2.2491804202454126,QMIX,baseline
19,298,1,0.7208333333333333,QMIX,baseline
19,91,1,2.4220970869120797,VDN,baseline
19,415,1,2.030293790963535,VDN,baseline
19,267,2,2.3385765038663244,VDN,baseline
19,427,1,2.163832521472478,VDN,baseline
19,188,1,3.944791666666667,VDN,baseline
19,40,1,2.553569173824159,MAT,baseline
19,8,1,2.11584708691208,,baseline
711,680,3,0.9489583333333332,,baseline
711,700,2,0.6666666666666667,,baseline
711,698,2,2.571055420245413,,baseline
711,778,21,0.9554304202454129,Synergy,calp
711,193,3,1.7638325214724777,,baseline
711,653,3,1.3489583333333335,,baseline
711,652,1,0.7043887535787462,,baseline
711,791,1,1.2689720869120797,Synergy,calp
711,794,1,0.9866804202454129,Synergy,calp
711,775,1,3.253347086912079,Synergy,calp
711,631,1,2.5958333333333337,,baseline
34,35,5,0.7999999999999998,QMIX,baseline
34,69,2,0.5802083333333335,MAT;QMIX,baseline
34,12,4,0.5489583333333334,,baseline
34,94,1,0.9489583333333335,QMIX,baseline
34,53,2,2.015625,QMIX,baseline
34,277,1,2.015625,QMIX,baseline
34,52,1,0.5489583333333334,QMIX,baseline
34,594,2,1.126485840490826,MAT,baseline
619,389,13,1.2468749999999997,,baseline
623,624,20,1.0666666666666667,ETG-only;RMAPPO,cross_shared
623,632,4,2.015625,RMAPPO;Synergy,cross_shared
623,633,3,0.6427083333333334,RMAPPO,baseline
623,635,1,2.4,RMAPPO,baseline
623,707,3,0.9645833333333333,ETG-only,calp
623,710,2,0.7916666666666667,ETG-only,calp
623,645,2,1.465915854805811,ETG-only,calp
623,730,1,2.564583333333333,ETG-only,calp
623,739,1,2.564583333333333,ETG-only,calp
623,646,2,1.1992491881391443,Synergy,calp
623,661,1,1.325,Synergy,calp
623,729,1,2.846875,Synergy,calp
28,27,3,0.9333333333333336,,baseline
28,29,1,1.0666666666666664,QMIX,baseline
28,87,1,2.342110840490826,QMIX,baseline
28,88,1,0.7025275071574926,QMIX,baseline
28,126,1,1.526485840490826,QMIX,baseline
28,225,7,0.9866804202454129,QMIX;QTRAN,baseline
28,226,3,0.7200137535787461,QMIX;QTRAN,baseline
28,231,1,0.5645833333333332,QMIX,baseline
28,99,4,2.925,QTRAN,baseline
28,82,2,2.948958333333333,QTRAN,baseline
28,375,1,1.7958333333333332,QTRAN,baseline
28,284,1,1.3482075214724776,QTRAN,baseline
28,377,1,1.630499188139144,QTRAN,baseline
28,383,2,1.2461241881391443,QTRAN,baseline
28,129,1,3.0979166666666664,VDN,baseline
28,309,2,2.564583333333333,VDN,baseline
28,450,1,3.1135416666666664,VDN,baseline
28,421,1,2.03125,VDN,baseline
28,474,2,0.6979166666666665,VDN,baseline
28,406,2,1.6072916666666666,VDN,baseline
28,514,2,1.3924016952966367,VDN,baseline
28,520,1,0.7549523157271804,VDN,baseline
28,108,1,2.83125,VDN,baseline
112,111,2,1.6,,baseline
112,114,1,1.8188354576302017,QMIX,baseline
112,117,2,1.6468749999999999,QMIX,baseline
112,127,1,2.046875,QMIX,baseline
112,46,3,0.9470970869120796,,baseline
112,241,1,2.7473272551067973,QMIX,baseline
112,68,1,1.7802083333333334,,baseline
112,83,1,3.0151468954817675,,baseline
112,229,1,1.5135416666666666,QMIX,baseline
112,478,1,3.0583333333333336,VDN,baseline
112,78,1,1.758785588440131,,baseline
112,67,10,0.7447916666666666,,baseline
112,427,3,1.2933080137303488,MAT,baseline
112,18,2,0.7577358404908258,,baseline
112,576,2,1.2625000000000002,MAT,baseline
112,530,1,2.764207927402906,MAT,baseline
112,72,1,2.4818135621484343,,baseline
112,572,1,2.3264858404908257,MAT,baseline
112,17,1,2.3889858404908257,,baseline
142,141,1,1.4979166666666668,,baseline
142,143,2,1.3645833333333333,QMIX,baseline
142,158,1,2.980208333333333,QMIX,baseline
142,159,2,0.8229166666666666,QMIX,baseline
142,168,1,0.6620218954817676,QMIX,baseline
142,78,1,0.896285588440131,,baseline
142,154,1,0.8689720869120797,QMIX,baseline
142,251,1,0.32001375357874645,QMIX,baseline
142,559,15,0.5838968954817676,MAPPO,baseline
142,564,1,2.06897208691208,MAPPO,baseline
142,539,5,0.7016052288151009,MAPPO,baseline
567,346,3,2.8441941738241594,,baseline
567,553,2,0.6960554202454128,,baseline
567,73,10,1.9153689823938471,,baseline
567,663,1,1.1135416666666667,ETG-only,calp
567,656,2,0.9600412607362389,Synergy,calp
567,800,1,2.7393273157271802,Synergy,calp
567,650,1,0.8441941738241593,Synergy,calp
73,72,1,1.4666666666666666,,baseline
73,171,1,3.421618982393847,QMIX,baseline
73,683,1,0.9995218954817675,ETG-only,calp
73,663,1,1.1025275071574925,ETG-only,calp
73,696,2,0.9995218954817675,ETG-only,calp
73,690,4,3.2109802288151013,ETG-only,calp
73,656,1,0.9995218954817675,ETG-only,calp
73,693,1,1.532855228815101,ETG-only,calp
78,77,1,2.7447916666666665,,baseline
78,79,12,0.6822916666666667,MAPPO;QMIX,baseline
78,196,1,1.021618982393847,QMIX,baseline
78,40,1,1.5467151920669426,,baseline
78,195,2,1.9549523157271804,QMIX,baseline
78,270,2,0.6179304202454128,MAT;QMIX,baseline
78,296,1,3.13932731572718,QMIX,baseline
78,159,1,1.353569173824159,QMIX,baseline
78,400,1,1.400650300827559,VDN,baseline
78,401,1,0.7496086341608925,VDN,baseline
78,6,1,1.560725492257871,,baseline
78,548,12,2.221618982393847,MAPPO,baseline
78,569,1,1.1200137535787462,MAPPO,baseline
78,581,2,4.215146895481768,MAT,baseline
78,427,4,1.4841189823938472,MAT,baseline
78,585,1,3.3664106490605135,MAT,baseline
78,45,1,1.9393273157271802,,baseline
192,147,3,0.5489583333333334,,baseline
192,119,1,3.1135416666666664,,baseline
192,198,2,0.8312499999999998,MAT;QMIX,baseline
192,199,1,1.0979166666666664,QMIX,baseline
192,571,1,1.120013753578746,MAT,baseline
192,531,4,1.3682718954817672,MAT,baseline
192,70,1,2.7264858404908257,,baseline
192,600,1,1.6468749999999999,MAT,baseline
37,38,3,0.9333333333333333,QMIX,baseline
37,48,1,0.5645833333333335,QMIX,baseline
37,80,1,0.909375,QMIX,baseline
37,124,2,0.9645833333333336,QMIX,baseline
37,147,2,2.533333333333333,QMIX,baseline
37,145,1,2.233555420245413,QMIX,baseline
37,3,1,2.6822916666666665,,baseline
37,63,1,0.9314720869120794,QMIX,baseline
37,194,1,0.5802083333333333,QMIX,baseline
37,71,1,1.3866804202454133,QMIX,baseline
37,240,1,2.1489583333333333,QMIX,baseline
37,119,1,1.458333333333333,QMIX,baseline
37,220,1,1.2229166666666667,QMIX,baseline
37,55,1,1.0822916666666669,QMIX,baseline
37,281,2,0.9333333333333335,QMIX,baseline
37,185,3,2.564583333333333,MAT,baseline
37,169,2,1.771055420245413,MAT,baseline
37,486,1,1.4822916666666668,MAT,baseline
93,92,1,2.1958333333333333,,baseline
93,74,1,2.34579940263926,,baseline
93,134,1,2.336543790963535,QMIX,baseline
93,432,1,4.233307483921898,VDN,baseline
223,145,3,0.5775275071574925,,baseline
223,220,1,2.198368921773464,,baseline
223,82,2,1.2956735254002756,,baseline
223,48,2,1.9641052288151006,,baseline
223,272,1,0.7785772551067974,QMIX,baseline
223,49,1,1.1473272551067975,,baseline
223,572,4,1.138174342018877,MAT,baseline
223,573,7,0.915599150588565,MAT,baseline
223,17,1,1.333333333333333,,baseline
223,157,4,0.8929991881391443,,baseline
223,592,1,0.6463968954817674,MAT,baseline
223,70,1,2.1275355884401312,,baseline
223,505,2,4.778577255106797,MAT,baseline
223,295,1,1.3111597765792755,MAT,baseline
223,423,1,3.6845970869120794,MAT,baseline
223,408,1,1.9005635621484342,MAT,baseline
223,585,2,1.4638066720610428,MAT,baseline
223,455,1,4.242708333333333,MAT,baseline
307,225,4,1.1264858404908258,,baseline
307,311,3,1.3314720869120797,QTRAN,baseline
307,164,1,1.3710554202454128,,baseline
307,53,1,0.6648054202454128,,baseline
27,110,2,1.0979166666666669,QMIX,baseline
27,225,1,0.586680420245413,QMIX,baseline
27,231,2,1.2312500000000002,QMIX,baseline
27,25,1,1.8979166666666665,,baseline
27,268,2,1.2312500000000002,QMIX,baseline
27,416,1,2.8533470869120796,VDN,baseline
27,406,1,2.007291666666667,VDN,baseline
27,86,1,2.075444173824159,VDN,baseline
27,443,1,1.6624999999999999,VDN,baseline
27,470,1,2.580208333333333,VDN,baseline
27,486,1,1.3250000000000002,VDN,baseline
27,128,1,3.0979166666666664,VDN,baseline
27,85,2,2.3421108404908257,MAT,baseline
27,585,1,2.3291666666666666,MAT,baseline
27,169,2,1.8895833333333334,MAT,baseline
27,414,1,0.7916666666666666,MAT,baseline
298,615,10,2.5470970869120793,RMAPPO,baseline
298,269,7,2.4137637535787464,,baseline
548,644,4,1.0427083333333333,ETG-only,calp
548,645,6,1.8822916666666667,ETG-only,calp
548,673,2,1.0895833333333333,ETG-only,calp
548,735,1,1.8822916666666667,Synergy,calp
570,46,8,0.8377220869120796,,baseline
570,215,3,1.104388753578746,,baseline
570,593,2,1.8822916666666667,MAT,baseline
570,687,5,0.9333333333333333,ETG-only,calp
570,688,1,2.666666666666667,ETG-only,calp
570,677,6,0.9333333333333333,ETG-only,calp
570,691,3,1.6,ETG-only,calp
570,692,2,2.665915854805811,ETG-only,calp
570,564,7,2.3108608404908257,,baseline
570,668,1,0.8,ETG-only,calp
570,735,2,1.0666666666666667,ETG-only,calp
570,569,1,0.8220970869120794,,baseline
17,16,3,0.7999999999999998,,baseline
17,18,7,1.63125,MAT;QMIX,baseline
17,65,2,0.7999999999999998,QMIX,baseline
17,66,4,0.5333333333333333,QMIX,baseline
17,71,1,2.260868921773464,QMIX,baseline
17,72,3,1.3462370875487102,MAT;QMIX,baseline
17,110,1,1.9785772551067977,QMIX,baseline
17,111,1,0.7889858404908259,QMIX,baseline
