scenario,state_digest,methods,source_relation,frames,episodes,ood_frames,ood_ratio,mean_hp_my,mean_hp_enemy,mean_hp_margin,mean_hp_total,mean_game_progress,median_game_progress,mean_score_conditioned,synergy_frames,synergy_ood_ratio,gate_changed_ratio,gate_validation_ratio,gate_opportunity_ratio,mean_gate_confidence,mean_gate_advantage,mean_gate_candidate_visits,top_action_source,top_tuning_reason
sce-1m,d977394b1cb491e8,Synergy,source_etg_supported,1,1,0,0.0,39.0,0.0,39.0,39.0,1.0,1.0,39.0,1,0.0,1.0,1.0,1.0,0.8645,1.0576,266.0,tuning,confident_advantage
sce-1m,53a745cb7ddade0b,"ETG-only,Synergy",source_etg_supported,5,5,0,0.0,156.0,162.0,-6.0,318.0,0.07692307692307693,0.07692307692307693,52.2,4,0.0,1.0,1.0,1.0,0.7416,37.8157,438.5,tuning,confident_advantage
sce-1m,3217c06f4939739d,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,138.0,138.0,0.0,276.0,0.15384615384615385,0.15384615384615385,57.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,b66406e74119e29f,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,126.0,129.0,-3.0,255.0,0.23076923076923078,0.23076923076923078,57.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,500fb541ea33da52,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,114.0,117.0,-3.0,231.0,0.3076923076923077,0.3076923076923077,57.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,2590305ca0bdaadb,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,102.0,93.0,9.0,195.0,0.38461538461538464,0.38461538461538464,57.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,e1923a5afee906c9,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,90.0,84.0,6.0,174.0,0.46153846153846156,0.46153846153846156,57.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,baf69e0c9fdf2c17,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,84.0,72.0,12.0,156.0,0.5384615384615384,0.5384615384615384,57.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,c38d878e38a07c17,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,72.0,54.0,18.0,126.0,0.6153846153846154,0.6153846153846154,57.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,6b45c361905a9834,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,66.0,39.0,27.0,105.0,0.6923076923076923,0.6923076923076923,57.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,9494f18050e9fb51,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,66.0,33.0,33.0,99.0,0.7692307692307693,0.7692307692307693,57.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,874fb98b9cfd0b81,Synergy,source_etg_supported,1,1,0,0.0,63.0,15.0,48.0,78.0,0.8461538461538461,0.8461538461538461,57.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1m,1a9805dc4f031d2c,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,57.0,3.0,54.0,60.0,0.9230769230769231,0.9230769230769231,57.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,8b06859c270c3ec0,Synergy,source_etg_supported,1,1,0,0.0,57.0,0.0,57.0,57.0,1.0,1.0,57.0,1,0.0,0.0,1.0,1.0,0.1,13.375,1.0,kg_relaxed,etg_preferred
sce-1m,62b2517d4de98260,Synergy,source_etg_supported,1,1,0,0.0,138.0,138.0,0.0,276.0,0.14285714285714285,0.14285714285714285,48.0,1,0.0,0.0,1.0,1.0,0.1,7.0303,1.0,kg_relaxed,etg_preferred
sce-1m,a595ac160239b75c,Synergy,source_etg_supported,1,1,0,0.0,132.0,138.0,-6.0,270.0,0.21428571428571427,0.21428571428571427,48.0,1,0.0,0.0,1.0,1.0,0.1,7.0303,1.0,kg_relaxed,etg_preferred
sce-1m,8b015438d4de38ed,Synergy,source_etg_supported,1,1,0,0.0,114.0,117.0,-3.0,231.0,0.2857142857142857,0.2857142857142857,48.0,1,0.0,0.0,1.0,1.0,0.1,14.9584,1.0,kg_relaxed,etg_preferred
sce-1m,07b4e8230110c995,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,102.0,99.0,3.0,201.0,0.35714285714285715,0.35714285714285715,48.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,f901ee045c6c2c46,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,96.0,81.0,15.0,177.0,0.42857142857142855,0.42857142857142855,48.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,1d98f19193d2d898,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,78.0,75.0,3.0,153.0,0.5,0.5,48.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,52a5b888e9adff8f,Synergy,source_etg_supported,1,1,0,0.0,75.0,54.0,21.0,129.0,0.5714285714285714,0.5714285714285714,48.0,1,0.0,0.0,1.0,1.0,0.1,18.2435,1.0,kg_relaxed,etg_preferred
sce-1m,13fa4152aa2cdd07,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,69.0,42.0,27.0,111.0,0.6428571428571429,0.6428571428571429,48.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,74031855f54e0654,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,57.0,30.0,27.0,87.0,0.7142857142857143,0.7142857142857143,48.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,ceca60d7e267f5bc,Synergy,source_etg_supported,1,1,0,0.0,54.0,21.0,33.0,75.0,0.7857142857142857,0.7857142857142857,48.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1m,ed61732fa997fec3,Synergy,source_etg_supported,1,1,0,0.0,48.0,9.0,39.0,57.0,0.9285714285714286,0.9285714285714286,48.0,1,0.0,1.0,1.0,1.0,0.8456,2.4637,181.0,tuning,confident_advantage
sce-1m,dc71d595a6adf87a,Synergy,source_etg_supported,1,1,0,0.0,150.0,138.0,12.0,288.0,0.125,0.125,30.0,1,0.0,1.0,1.0,1.0,0.8136,5.7606,110.0,tuning,confident_advantage
sce-1m,5e4d24dc29b23830,Synergy,source_etg_supported,2,2,0,0.0,111.0,111.0,0.0,222.0,0.2583333333333333,0.2583333333333333,30.0,2,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1m,4d4d196a95d6e2c9,Synergy,source_etg_supported,1,1,0,0.0,93.0,87.0,6.0,180.0,0.375,0.375,30.0,1,0.0,0.0,1.0,1.0,0.1,10.0091,1.0,diverge,etg_preferred
sce-1m,e43ad3a91734327c,Synergy,source_etg_supported,2,2,0,0.0,81.0,84.0,-3.0,165.0,0.45208333333333334,0.45208333333333334,30.0,2,0.0,0.0,1.0,1.0,0.1,28.6674,1.0,kg_relaxed,etg_preferred
sce-1m,e1a50937a45e0e9a,Synergy,source_etg_supported,1,1,0,0.0,69.0,78.0,-9.0,147.0,0.5,0.5,30.0,1,0.0,0.0,1.0,1.0,0.1,28.9833,1.0,kg_relaxed,etg_preferred
sce-1m,248abfaa65ca49b5,Synergy,source_etg_supported,1,1,0,0.0,69.0,72.0,-3.0,141.0,0.5625,0.5625,30.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1m,4b37c398c4ceda81,Synergy,source_etg_supported,1,1,0,0.0,57.0,60.0,-3.0,117.0,0.625,0.625,30.0,1,0.0,0.0,1.0,1.0,0.2637,0.0,3.0,kg_relaxed,etg_preferred
sce-1m,2aa3b2aa0fcc7b9a,Synergy,source_etg_supported,1,1,0,0.0,45.0,42.0,3.0,87.0,0.6875,0.6875,30.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1m,4d946b4af1a6b6eb,Synergy,source_etg_supported,1,1,0,0.0,45.0,39.0,6.0,84.0,0.75,0.75,30.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1m,7a3ec55e2f07127e,Synergy,source_etg_supported,1,1,0,0.0,39.0,27.0,12.0,66.0,0.8125,0.8125,30.0,1,0.0,0.0,1.0,1.0,0.1,17.9526,1.0,diverge,etg_preferred
sce-1m,f8176e47c9b873e3,Synergy,source_etg_supported,1,1,0,0.0,33.0,15.0,18.0,48.0,0.875,0.875,30.0,1,0.0,0.0,1.0,1.0,0.1,23.6842,1.0,diverge,etg_preferred
sce-1m,90b9b0d5370f3645,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,144.0,138.0,6.0,282.0,0.15384615384615385,0.15384615384615385,51.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,91ed7f13f8abad06,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,102.0,93.0,9.0,195.0,0.38461538461538464,0.38461538461538464,51.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,2435382bc758da2c,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,78.0,72.0,6.0,150.0,0.5384615384615384,0.5384615384615384,51.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,2837bc8aaafc6308,Synergy,source_etg_supported,1,1,0,0.0,66.0,54.0,12.0,120.0,0.6153846153846154,0.6153846153846154,51.0,1,0.0,0.0,1.0,1.0,0.1,0.8478,1.0,kg_relaxed,etg_preferred
sce-1m,17131d2770a89b97,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,60.0,39.0,21.0,99.0,0.6923076923076923,0.6923076923076923,51.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,c4199e5a9f2b865f,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,60.0,27.0,33.0,87.0,0.7692307692307693,0.7692307692307693,51.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,9066f5def8be504c,Synergy,source_etg_supported,1,1,0,0.0,57.0,9.0,48.0,66.0,0.8461538461538461,0.8461538461538461,51.0,1,0.0,0.0,1.0,1.0,0.8746,0.0,44.0,kg_relaxed,etg_preferred
sce-1m,0e1d148785554edd,Synergy,source_etg_supported,1,1,0,0.0,51.0,3.0,48.0,54.0,0.9230769230769231,0.9230769230769231,51.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1m,370eec5bc64af101,Synergy,source_etg_supported,1,1,0,0.0,51.0,0.0,51.0,51.0,1.0,1.0,51.0,1,0.0,0.0,1.0,1.0,0.1,13.2049,1.0,kg_relaxed,etg_preferred
sce-1m,5f9f0af172c24f31,"ETG-only,Synergy",source_etg_supported,2,2,0,0.0,180.0,180.0,0.0,360.0,0.0,0.0,46.5,1,0.0,0.0,1.0,1.0,0.1,10.097,1.0,kg_relaxed,etg_preferred
sce-1m,6beef47598b0971c,"ETG-only,Synergy",source_etg_supported,2,2,0,0.0,156.0,156.0,0.0,312.0,0.06787330316742082,0.06787330316742082,46.5,1,0.0,0.0,1.0,1.0,0.1,12.4247,1.0,kg_relaxed,etg_preferred
sce-1m,d6e09348546ce8da,Synergy,source_etg_supported,1,1,0,0.0,144.0,138.0,6.0,282.0,0.15384615384615385,0.15384615384615385,57.0,1,0.0,0.0,1.0,1.0,0.1,52.2273,1.0,kg_relaxed,etg_preferred
sce-1m,bceba4ab4a7c5cac,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,132.0,129.0,3.0,261.0,0.23076923076923078,0.23076923076923078,57.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,bb52b4f629e00407,Synergy,source_etg_supported,1,1,0,0.0,114.0,111.0,3.0,225.0,0.3076923076923077,0.3076923076923077,57.0,1,0.0,0.0,1.0,1.0,0.1,6.1797,1.0,kg_relaxed,etg_preferred
sce-1m,5f45840213b72387,Synergy,source_etg_supported,1,1,0,0.0,108.0,90.0,18.0,198.0,0.38461538461538464,0.38461538461538464,57.0,1,0.0,0.0,1.0,1.0,0.3352,0.0,4.0,kg_relaxed,etg_preferred
sce-1m,824345bde6906ed8,Synergy,source_etg_supported,1,1,0,0.0,99.0,90.0,9.0,189.0,0.46153846153846156,0.46153846153846156,57.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1m,72e82b4f37f694ae,Synergy,source_etg_supported,1,1,0,0.0,87.0,72.0,15.0,159.0,0.5384615384615384,0.5384615384615384,57.0,1,0.0,0.0,1.0,1.0,0.7572,0.0,65.0,diverge,etg_preferred
sce-1m,ab52af1908566b40,Synergy,source_etg_supported,1,1,0,0.0,81.0,60.0,21.0,141.0,0.6153846153846154,0.6153846153846154,57.0,1,0.0,0.0,1.0,1.0,0.1,24.5418,1.0,diverge,etg_preferred
sce-1m,e8390187cd543c7f,Synergy,source_etg_supported,1,1,0,0.0,75.0,48.0,27.0,123.0,0.6923076923076923,0.6923076923076923,57.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_follow,etg_first_protected_source
sce-1m,d6304b83940049d6,Synergy,source_etg_supported,1,1,0,0.0,69.0,39.0,30.0,108.0,0.7692307692307693,0.7692307692307693,57.0,1,0.0,0.0,1.0,1.0,0.1,21.1972,1.0,diverge,etg_preferred
sce-1m,8b5b638d49091226,Synergy,source_etg_supported,1,1,0,0.0,63.0,27.0,36.0,90.0,0.8461538461538461,0.8461538461538461,57.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1m,37116b5c33c71547,Synergy,source_etg_supported,1,1,0,0.0,63.0,15.0,48.0,78.0,0.9230769230769231,0.9230769230769231,57.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_follow,etg_first_protected_source
sce-1m,47447830e85789c3,Synergy,source_etg_supported,1,1,0,0.0,57.0,0.0,57.0,57.0,1.0,1.0,57.0,1,0.0,0.0,1.0,1.0,0.1,15.0081,1.0,kg_relaxed,etg_preferred
sce-1m,d1cb83bc1f43c5e5,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,144.0,138.0,6.0,282.0,0.13333333333333333,0.13333333333333333,48.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,bc23904ad093fcfa,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,126.0,138.0,-12.0,264.0,0.2,0.2,48.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,bcab4f016e489a64,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,102.0,93.0,9.0,195.0,0.3333333333333333,0.3333333333333333,48.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,2d6cb25ca36897a0,Synergy,source_etg_supported,1,1,0,0.0,60.0,48.0,12.0,108.0,0.6,0.6,48.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1m,ee6a7a798a053bf7,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,60.0,33.0,27.0,93.0,0.6666666666666666,0.6666666666666666,48.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,41675f0d0c162d79,Synergy,source_etg_supported,1,1,0,0.0,54.0,15.0,39.0,69.0,0.8,0.8,48.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1m,c577b2dc154e61b9,Synergy,source_etg_supported,2,1,0,0.0,48.0,3.0,45.0,51.0,0.9,0.9,48.0,2,0.0,1.0,1.0,1.0,0.868,0.5236,50.0,tuning,confident_advantage
sce-1m,583110f02c241230,Synergy,source_etg_supported,1,1,0,0.0,48.0,0.0,48.0,48.0,1.0,1.0,48.0,1,0.0,0.0,1.0,1.0,0.1,9.7322,1.0,kg_relaxed,etg_preferred
sce-1m,9b0728123918eaf4,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,96.0,87.0,9.0,183.0,0.375,0.375,36.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,68f50d179e5ee545,Synergy,source_etg_supported,1,1,0,0.0,138.0,138.0,0.0,276.0,0.13333333333333333,0.13333333333333333,30.0,1,0.0,1.0,1.0,1.0,0.8137,5.6696,111.0,tuning,confident_advantage
sce-1m,9f995cebcbbab73b,Synergy,source_etg_supported,1,1,0,0.0,105.0,105.0,0.0,210.0,0.3333333333333333,0.3333333333333333,30.0,1,0.0,0.0,1.0,1.0,0.1,3.3161,1.0,diverge,etg_preferred
sce-1m,07c13db53734a524,Synergy,source_etg_supported,1,1,0,0.0,87.0,93.0,-6.0,180.0,0.4,0.4,30.0,1,0.0,0.0,1.0,1.0,0.819,0.0,17.0,diverge,etg_preferred
sce-1m,d1cf89947461fe51,Synergy,source_etg_supported,1,1,0,0.0,75.0,78.0,-3.0,153.0,0.5333333333333333,0.5333333333333333,30.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1m,30cf25c6b3fe0c74,Synergy,source_etg_supported,1,1,0,0.0,63.0,72.0,-9.0,135.0,0.6,0.6,30.0,1,0.0,0.0,1.0,1.0,0.1,4.2373,1.0,kg_relaxed,etg_preferred
sce-1m,7bf99a7aa0668952,Synergy,source_etg_supported,1,1,0,0.0,57.0,54.0,3.0,111.0,0.6666666666666666,0.6666666666666666,30.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1m,95475f5300d65ac2,Synergy,source_etg_supported,1,1,0,0.0,45.0,42.0,3.0,87.0,0.7333333333333333,0.7333333333333333,30.0,1,0.0,0.0,1.0,1.0,0.1,-2.5878,1.0,diverge,etg_preferred
sce-1m,ba6cbef545b60fe5,Synergy,source_etg_supported,1,1,0,0.0,39.0,30.0,9.0,69.0,0.8,0.8,30.0,1,0.0,0.0,1.0,1.0,0.9072,0.0,27.0,diverge,etg_preferred
sce-1m,bc1bde2a3d64eb98,Synergy,source_etg_supported,1,1,0,0.0,39.0,21.0,18.0,60.0,0.8666666666666667,0.8666666666666667,30.0,1,0.0,0.0,1.0,1.0,0.8482,0.0,161.0,diverge,etg_preferred
sce-1m,14d73989c2a24eea,Synergy,source_etg_supported,1,1,0,0.0,33.0,9.0,24.0,42.0,0.9333333333333333,0.9333333333333333,30.0,1,0.0,0.0,1.0,1.0,0.1,23.7497,1.0,diverge,etg_preferred
sce-1m,2d3353f8bc33a41a,"ETG-only,Synergy",shared_selected_outside_source_etg,2,2,2,1.0,114.0,117.0,-3.0,231.0,0.3205128205128205,0.3205128205128205,51.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,c5057d586cda1a4d,"ETG-only,Synergy",shared_selected_outside_source_etg,2,2,2,1.0,96.0,93.0,3.0,189.0,0.40064102564102566,0.40064102564102566,51.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,f837c366e95ce4aa,Synergy,source_etg_supported,1,1,0,0.0,96.0,84.0,12.0,180.0,0.5,0.5,57.0,1,0.0,0.0,1.0,1.0,0.1,100.7531,1.0,kg_relaxed,etg_preferred
sce-1m,174f77f6e301e000,Synergy,source_etg_supported,1,1,0,0.0,84.0,78.0,6.0,162.0,0.5833333333333334,0.5833333333333334,57.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1m,63363392a96f7b91,Synergy,source_etg_supported,1,1,0,0.0,72.0,54.0,18.0,126.0,0.6666666666666666,0.6666666666666666,57.0,1,0.0,0.0,1.0,1.0,0.1,14.0266,1.0,kg_relaxed,etg_preferred
sce-1m,809ba94a3ca5f569,Synergy,source_etg_supported,1,1,0,0.0,66.0,36.0,30.0,102.0,0.75,0.75,57.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,kg_relaxed,etg_preferred
sce-1m,5a7df7340989bb18,Synergy,source_etg_supported,1,1,0,0.0,60.0,24.0,36.0,84.0,0.8333333333333334,0.8333333333333334,57.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,fallback,etg_first_protected_source
sce-1m,9bca88c15997f429,Synergy,source_etg_supported,1,1,0,0.0,57.0,9.0,48.0,66.0,0.9166666666666666,0.9166666666666666,57.0,1,0.0,0.0,1.0,1.0,0.8758,0.0,45.0,kg_relaxed,etg_preferred
sce-1m,aaa3474e4539a84a,Synergy,source_etg_supported,1,1,0,0.0,57.0,0.0,57.0,57.0,1.0,1.0,57.0,1,0.0,0.0,1.0,1.0,0.1,0.5667,1.0,kg_relaxed,etg_preferred
sce-1m,595b13d9c6d8b579,Synergy,source_etg_supported,1,1,0,0.0,156.0,162.0,-6.0,318.0,0.07142857142857142,0.07142857142857142,48.0,1,0.0,1.0,1.0,1.0,0.7416,37.8103,438.0,tuning,confident_advantage
sce-1m,2636f66e0552de04,Synergy,source_etg_supported,1,1,0,0.0,138.0,138.0,0.0,276.0,0.14285714285714285,0.14285714285714285,48.0,1,0.0,0.0,1.0,1.0,0.1,6.9842,1.0,kg_relaxed,etg_preferred
sce-1m,7c2983113883abcc,Synergy,source_etg_supported,1,1,0,0.0,132.0,132.0,0.0,264.0,0.21428571428571427,0.21428571428571427,48.0,1,0.0,0.0,1.0,1.0,0.1,6.9842,1.0,kg_relaxed,etg_preferred
sce-1m,8a2f38dff78657eb,Synergy,source_etg_supported,1,1,0,0.0,114.0,117.0,-3.0,231.0,0.2857142857142857,0.2857142857142857,48.0,1,0.0,0.0,1.0,1.0,0.1,14.8557,1.0,kg_relaxed,etg_preferred
sce-1m,b887be3a0cc38077,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,102.0,99.0,3.0,201.0,0.35714285714285715,0.35714285714285715,48.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,5d507fbf76b8716c,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,90.0,81.0,9.0,171.0,0.42857142857142855,0.42857142857142855,48.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,28b29823377107f9,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,78.0,78.0,0.0,156.0,0.5,0.5,48.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,9c0d6badb576526a,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,75.0,54.0,21.0,129.0,0.5714285714285714,0.5714285714285714,48.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,714986dcd57a4652,Synergy,source_etg_supported,1,1,0,0.0,69.0,42.0,27.0,111.0,0.6428571428571429,0.6428571428571429,48.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1m,3461140b7e0fcbe2,Synergy,source_etg_supported,1,1,0,0.0,63.0,39.0,24.0,102.0,0.7142857142857143,0.7142857142857143,48.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1m,f7afa5c70c4469fb,Synergy,source_etg_supported,2,1,0,0.0,60.0,21.0,39.0,81.0,0.8214285714285714,0.8214285714285714,48.0,2,0.0,0.0,1.0,1.0,0.8246,0.0,126.0,diverge,etg_preferred
sce-1m,69e78b2f54480915,Synergy,source_etg_supported,1,1,0,0.0,54.0,9.0,45.0,63.0,0.9285714285714286,0.9285714285714286,48.0,1,0.0,0.0,1.0,1.0,0.1,6.9609,1.0,diverge,etg_preferred
sce-1m,eada2881b217a56d,Synergy,source_etg_supported,1,1,0,0.0,48.0,0.0,48.0,48.0,1.0,1.0,48.0,1,0.0,1.0,1.0,1.0,0.8828,0.6424,429.0,tuning,confident_advantage
sce-1m,7d83a3b6e8e798d3,Synergy,source_etg_supported,1,1,0,0.0,138.0,138.0,0.0,276.0,0.15384615384615385,0.15384615384615385,51.0,1,0.0,0.0,1.0,1.0,0.1,6.9376,1.0,kg_relaxed,etg_preferred
sce-1m,31cf2cc9d5302f32,Synergy,synergy_selected_outside_source_etg,3,3,3,1.0,132.0,138.0,-6.0,270.0,0.23076923076923075,0.23076923076923078,51.0,3,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,f3c6e2df26014a80,"ETG-only,Synergy",shared_selected_outside_source_etg,2,2,2,1.0,114.0,117.0,-3.0,231.0,0.3076923076923077,0.3076923076923077,51.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,1beadd977ade5ece,"ETG-only,Synergy",shared_selected_outside_source_etg,2,2,2,1.0,96.0,93.0,3.0,189.0,0.38461538461538464,0.38461538461538464,51.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,36e781189edc19cf,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,96.0,87.0,9.0,183.0,0.46153846153846156,0.46153846153846156,51.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,82e4559620645269,"ETG-only,Synergy",shared_selected_outside_source_etg,2,2,2,1.0,78.0,72.0,6.0,150.0,0.5384615384615384,0.5384615384615384,51.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,88aa40b39465c075,"ETG-only,Synergy",shared_selected_outside_source_etg,2,2,2,1.0,66.0,54.0,12.0,120.0,0.6153846153846154,0.6153846153846154,51.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,8fe2d9c2b62a4068,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,66.0,42.0,24.0,108.0,0.6923076923076923,0.6923076923076923,51.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,d3cfcda8998dff94,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,60.0,33.0,27.0,93.0,0.7692307692307693,0.7692307692307693,51.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,22547815e3ce68d5,"ETG-only,Synergy",shared_selected_outside_source_etg,2,2,2,1.0,57.0,15.0,42.0,72.0,0.8461538461538461,0.8461538461538461,51.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
sce-1m,272d1a33e594452c,Synergy,source_etg_supported,1,1,0,0.0,51.0,9.0,42.0,60.0,0.9230769230769231,0.9230769230769231,51.0,1,0.0,0.0,1.0,1.0,0.1,16.7149,1.0,kg_relaxed,etg_preferred
sce-1m,8e85685e9a8bcc1f,"ETG-only,Synergy",source_etg_supported,2,2,0,0.0,51.0,0.0,51.0,51.0,1.0,1.0,51.0,1,0.0,0.0,1.0,1.0,0.1,13.3679,1.0,kg_relaxed,etg_preferred
sce-1m,912c0c41aa68a837,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,138.0,138.0,0.0,276.0,0.15384615384615385,0.15384615384615385,51.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,high_ood=0.368
