scenario,state_digest,methods,source_relation,frames,episodes,ood_frames,ood_ratio,mean_hp_my,mean_hp_enemy,mean_hp_margin,mean_hp_total,mean_game_progress,median_game_progress,mean_score_conditioned,synergy_frames,synergy_ood_ratio,gate_changed_ratio,gate_validation_ratio,gate_opportunity_ratio,mean_gate_confidence,mean_gate_advantage,mean_gate_candidate_visits,top_action_source,top_tuning_reason
sce-1,9173d6ffd2a2d973,"ETG-only,Synergy",source_etg_supported,103,103,0,0.0,180.0,180.0,0.0,360.0,0.0,0.0,55.33980582524272,47,0.0,0.0,1.0,1.0,0.1875,10.264951063829788,2.0,kg_relaxed,etg_preferred
sce-1,5bc1139ace450b11,"ETG-only,Synergy",source_etg_supported,30,30,0,0.0,156.0,156.0,0.0,312.0,0.05505317624125673,0.05555555555555555,47.6,12,0.0,0.0,1.0,1.0,0.7306583333333333,0.0,1696.6666666666667,kg_relaxed,etg_preferred
sce-1,75577c5d836cbd55,"ETG-only,Synergy",source_etg_supported,12,12,0,0.0,138.0,135.0,3.0,273.0,0.1114085253984635,0.1111111111111111,53.0,7,0.0,0.0,1.0,1.0,0.7798,0.0,1336.4285714285713,kg_relaxed,etg_preferred
sce-1,a5e59a4dafc63add,"ETG-only,Synergy",source_etg_supported,5,5,0,0.0,138.0,123.0,15.0,261.0,0.17300051599587202,0.17647058823529413,61.2,3,0.0,0.0,1.0,1.0,0.7799999999999999,0.0,1350.6666666666667,kg_relaxed,etg_preferred
sce-1,f7e3271227eadf36,"ETG-only,Synergy",source_etg_supported,21,21,0,0.0,120.0,111.0,9.0,231.0,0.2246383933690435,0.2222222222222222,59.42857142857143,15,0.0,0.0,1.0,1.0,0.10000000000000003,10.548286666666666,1.0,kg_relaxed,etg_preferred
sce-1,dfcb296ff3e3cfc5,Synergy,source_etg_supported,6,6,0,0.0,111.0,90.0,21.0,201.0,0.29554738562091504,0.28594771241830064,61.0,6,0.0,0.0,0.0,0.0,0.016666666666666666,5.254966666666667,1.0,kg_plan,etg_first_protected_source
sce-1,a797483c961e43f2,Synergy,source_etg_supported,2,2,0,0.0,105.0,78.0,27.0,183.0,0.35416666666666663,0.35416666666666663,63.0,2,0.0,0.0,1.0,1.0,0.1,120.0853,1.0,fallback,etg_preferred
sce-1,ce98ad396edf01ae,Synergy,source_etg_supported,1,1,0,0.0,93.0,66.0,27.0,159.0,0.4375,0.4375,66.0,1,0.0,1.0,1.0,1.0,0.8126,95.8654,86.0,tuning,confident_advantage
sce-1,1ec050bb43c21041,Synergy,source_etg_supported,7,7,0,0.0,90.0,54.0,36.0,144.0,0.48410241289498257,0.47368421052631576,61.714285714285715,7,0.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.5137857142857143,1.070942857142857,184.8,tuning,confident_advantage
sce-1,af1795544e01c4ed,Synergy,source_etg_supported,1,1,0,0.0,90.0,45.0,45.0,135.0,0.5625,0.5625,66.0,1,0.0,0.0,1.0,1.0,0.1,6.54,1.0,diverge,etg_preferred
sce-1,9f917530f3c3fbaf,Synergy,source_etg_supported,1,1,0,0.0,84.0,45.0,39.0,129.0,0.625,0.625,66.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_follow,etg_first_protected_source
sce-1,a5a6fdde1ed5c716,Synergy,source_etg_supported,1,1,0,0.0,84.0,33.0,51.0,117.0,0.6875,0.6875,66.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_follow,etg_first_protected_source
sce-1,60cafbf1992242d2,Synergy,source_etg_supported,1,1,0,0.0,78.0,27.0,51.0,105.0,0.75,0.75,66.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1,ac6ca8d11f2bdbfa,Synergy,source_etg_supported,1,1,0,0.0,72.0,21.0,51.0,93.0,0.8125,0.8125,66.0,1,0.0,0.0,1.0,1.0,0.1,10.9358,1.0,diverge,etg_preferred
sce-1,1729260a4030ad76,Synergy,source_etg_supported,1,1,0,0.0,72.0,9.0,63.0,81.0,0.875,0.875,66.0,1,0.0,0.0,1.0,1.0,0.865,0.0,39.0,diverge,etg_preferred
sce-1,159c15c8098133b1,Synergy,source_etg_supported,1,1,0,0.0,66.0,3.0,63.0,69.0,0.9375,0.9375,66.0,1,0.0,0.0,1.0,1.0,0.1,0.9477,1.0,diverge,etg_preferred
sce-1,558b3e5c122a3f15,Synergy,source_etg_supported,1,1,0,0.0,66.0,0.0,66.0,66.0,1.0,1.0,66.0,1,0.0,0.0,1.0,1.0,0.1,14.6964,1.0,kg_relaxed,etg_preferred
sce-1,fa2f6acb92d768c0,"ETG-only,Synergy",source_etg_supported,9,9,0,0.0,132.0,129.0,3.0,261.0,0.16081871345029242,0.15789473684210525,41.333333333333336,2,0.0,0.0,1.0,1.0,0.77965,0.0,1326.0,kg_relaxed,etg_preferred
sce-1,debe08428bee086b,"ETG-only,Synergy",source_etg_supported,15,15,0,0.0,117.0,111.0,6.0,228.0,0.21598440545808964,0.21052631578947367,44.8,8,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1,541a60a77c7d5544,"ETG-only,Synergy",source_etg_supported,6,5,0,0.0,99.0,93.0,6.0,192.0,0.28216374269005845,0.2777777777777778,50.0,3,0.0,1.0,0.6666666666666666,0.6666666666666666,0.8596,10.961800000000002,185.33333333333334,kg_plan,confident_advantage
sce-1,0526c9e12ffcb1ab,"ETG-only,Synergy",source_etg_supported,8,8,0,0.0,99.0,90.0,9.0,189.0,0.3201754385964912,0.3157894736842105,51.0,5,0.0,0.0,1.0,1.0,0.194,80.9941,2.0,fallback,etg_preferred
sce-1,5d832d0a460d1baf,Synergy,source_etg_supported,6,6,0,0.0,87.0,78.0,9.0,165.0,0.37865497076023397,0.3786549707602339,51.0,6,0.0,0.0,0.16666666666666666,0.16666666666666666,0.016666666666666666,0.8243166666666667,1.0,kg_plan,etg_first_protected_source
sce-1,f70d6c62a2379ce4,"ETG-only,Synergy",source_etg_supported,3,2,0,0.0,84.0,66.0,18.0,150.0,0.43859649122807015,0.42105263157894735,46.0,1,0.0,1.0,0.0,0.0,0.8729,1.3312,221.0,kg_plan,confident_advantage
sce-1,ca727688f25fd208,"ETG-only,Synergy",source_etg_supported,4,4,0,0.0,84.0,54.0,30.0,138.0,0.4729102167182663,0.47368421052631576,54.0,2,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1,1090a76270352eb8,"ETG-only,Synergy",source_etg_supported,5,5,0,0.0,78.0,54.0,24.0,132.0,0.5,0.5,49.2,4,0.0,0.5,0.5,0.5,0.440625,0.54915,165.5,kg_plan,confident_advantage
sce-1,f994507dd0198049,"ETG-only,Synergy",source_etg_supported,8,8,0,0.0,78.0,45.0,33.0,123.0,0.5698314413484692,0.5789473684210527,52.5,5,0.0,0.0,0.0,0.0,0.02,1.28728,1.0,kg_follow,etg_first_protected_source
sce-1,8459ac3ecfc11444,"ETG-only,Synergy",source_etg_supported,8,8,0,0.0,78.0,45.0,33.0,123.0,0.6236025111799105,0.631578947368421,52.5,5,0.0,0.0,0.0,0.0,0.0,0.0,,kg_follow,etg_first_protected_source
sce-1,80675ab12dc8ab42,"ETG-only,Synergy",source_etg_supported,6,6,0,0.0,78.0,39.0,39.0,117.0,0.6842105263157895,0.6842105263157895,52.0,5,0.0,0.0,0.0,0.0,0.0,0.0,,kg_follow,etg_first_protected_source
sce-1,3b8c190f1cdd7c5e,"ETG-only,Synergy",source_etg_supported,6,6,0,0.0,72.0,39.0,33.0,111.0,0.7368421052631579,0.7368421052631579,52.0,5,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1,5aa3f893b9394d1d,"ETG-only,Synergy",source_etg_supported,6,6,0,0.0,66.0,27.0,39.0,93.0,0.7894736842105264,0.7894736842105263,52.0,5,0.0,0.0,0.8,0.8,0.6824399999999999,0.0,701.5,diverge,etg_preferred
sce-1,8326df40bee8c1c9,"ETG-only,Synergy",source_etg_supported,10,6,0,0.0,60.0,15.0,45.0,75.0,0.8736842105263157,0.8947368421052632,51.6,8,0.0,0.0,0.375,0.375,0.037500000000000006,4.1527,1.0,kg_follow,etg_first_protected_source
sce-1,31140a73d482f380,"ETG-only,Synergy",source_etg_supported,6,6,0,0.0,54.0,3.0,51.0,57.0,0.9473684210526315,0.9473684210526315,52.0,5,0.0,0.0,1.0,1.0,0.85024,0.1224,196.6,diverge,etg_preferred
sce-1,1934a212eb0ebd3d,"ETG-only,Synergy",source_etg_supported,6,6,0,0.0,54.0,0.0,54.0,54.0,1.0,1.0,54.0,3,0.0,0.0,1.0,1.0,0.14720000000000003,6.966233333333334,1.6666666666666667,kg_relaxed,etg_preferred
sce-1,3f953d8848188463,"ETG-only,Synergy",source_etg_supported,11,11,0,0.0,156.0,156.0,0.0,312.0,0.0751123876123876,0.07692307692307693,60.27272727272727,9,0.0,0.0,1.0,1.0,0.7303888888888889,0.0,1686.888888888889,kg_relaxed,etg_preferred
sce-1,14b5bf24d1e4c1f2,"ETG-only,Synergy",shared_selected_outside_source_etg,9,8,9,1.0,132.0,135.0,-3.0,267.0,0.15040673264357476,0.15384615384615385,53.333333333333336,6,1.0,0.0,0.16666666666666666,0.16666666666666666,0.1179,0.0,672.0,ood,"warmup,high_ood=0.389"
sce-1,79132360d43f7720,Synergy,synergy_selected_outside_source_etg,7,7,7,1.0,132.0,135.0,-3.0,267.0,0.22841444270015704,0.23076923076923078,62.57142857142857,7,1.0,0.0,0.14285714285714285,0.14285714285714285,0.10105714285714286,0.0,672.0,ood,"warmup,high_ood=0.389"
sce-1,bcf687e48184e084,"ETG-only,Synergy",shared_selected_outside_source_etg,13,13,13,1.0,114.0,111.0,3.0,225.0,0.3079740772048464,0.3076923076923077,61.84615384615385,12,1.0,0.0,0.08333333333333333,0.08333333333333333,0.05781666666666666,0.0,406.0,ood,"warmup,high_ood=0.389"
sce-1,a0201a98830eb49a,"ETG-only,Synergy",source_etg_supported,3,3,0,0.0,96.0,90.0,6.0,186.0,0.3952991452991453,0.38461538461538464,55.0,2,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1,512e2692a4f3a05b,Synergy,source_etg_supported,1,1,0,0.0,90.0,90.0,0.0,180.0,0.46153846153846156,0.46153846153846156,57.0,1,0.0,0.0,1.0,1.0,0.1,13.0433,1.0,diverge,etg_preferred
sce-1,5260ca31f6725bdb,Synergy,source_etg_supported,3,3,0,0.0,84.0,66.0,18.0,150.0,0.5384615384615384,0.5384615384615384,61.0,3,0.0,0.0,1.0,1.0,0.1524,7.665733333333333,2.0,diverge,etg_preferred
sce-1,34543b2384ea6168,Synergy,source_etg_supported,1,1,0,0.0,72.0,45.0,27.0,117.0,0.6153846153846154,0.6153846153846154,57.0,1,0.0,0.0,1.0,1.0,0.1,4.5141,1.0,kg_relaxed,etg_preferred
sce-1,eabbd0b7131a1ca7,Synergy,source_etg_supported,1,1,0,0.0,72.0,45.0,27.0,117.0,0.6923076923076923,0.6923076923076923,57.0,1,0.0,0.0,1.0,1.0,0.1,4.5141,1.0,kg_relaxed,etg_preferred
sce-1,899819c91d9f9c7b,Synergy,source_etg_supported,1,1,0,0.0,66.0,27.0,39.0,93.0,0.7692307692307693,0.7692307692307693,57.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1,4e2be2239f63d8b1,Synergy,source_etg_supported,1,1,0,0.0,63.0,21.0,42.0,84.0,0.8461538461538461,0.8461538461538461,57.0,1,0.0,0.0,1.0,1.0,0.1,2.4129,1.0,diverge,etg_preferred
sce-1,069c88b6842aff77,Synergy,source_etg_supported,1,1,0,0.0,57.0,9.0,48.0,66.0,0.9230769230769231,0.9230769230769231,57.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1,7e4369acd5a70739,Synergy,source_etg_supported,1,1,0,0.0,57.0,0.0,57.0,57.0,1.0,1.0,57.0,1,0.0,0.0,1.0,1.0,0.1,1.1625,1.0,kg_relaxed,etg_preferred
sce-1,0661049db799519a,"ETG-only,Synergy",shared_selected_outside_source_etg,4,4,4,1.0,156.0,156.0,0.0,312.0,0.05892565359477124,0.058823529411764705,65.25,2,1.0,0.0,1.0,1.0,0.6069,0.0,453.0,ood,etg_preferred
sce-1,33dc44d22f6247f1,"ETG-only,Synergy",shared_selected_outside_source_etg,10,9,10,1.0,138.0,135.0,3.0,273.0,0.13836951447245566,0.125,68.7,4,1.0,0.0,0.5,0.5,0.3347,0.0,833.0,ood,etg_preferred
sce-1,1aca9d36d61bda91,"ETG-only,Synergy",shared_selected_outside_source_etg,4,4,4,1.0,120.0,111.0,9.0,231.0,0.2468137254901961,0.2426470588235294,72.0,3,1.0,0.0,0.3333333333333333,0.3333333333333333,0.2158,0.0,204.0,ood,"warmup,high_ood=0.389"
sce-1,a6288feb27f49abb,"ETG-only,Synergy",source_etg_supported,4,3,0,0.0,111.0,93.0,18.0,204.0,0.3232230392156863,0.32291666666666663,73.5,3,0.0,0.0,1.0,1.0,0.10000000000000002,5.3331333333333335,1.0,kg_relaxed,etg_preferred
sce-1,f683f2ebe0704ca1,Synergy,source_etg_supported,1,1,0,0.0,105.0,93.0,12.0,198.0,0.375,0.375,69.0,1,0.0,0.0,1.0,1.0,0.1,5.9456,1.0,kg_relaxed,etg_preferred
sce-1,8099710d6ab67e83,Synergy,source_etg_supported,1,1,0,0.0,99.0,78.0,21.0,177.0,0.4375,0.4375,69.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1,12a6db535b7d24fd,Synergy,source_etg_supported,1,1,0,0.0,93.0,60.0,33.0,153.0,0.5,0.5,69.0,1,0.0,0.0,1.0,1.0,0.8765,0.0,26.0,kg_relaxed,etg_preferred
sce-1,d5a819eeeb37b995,Synergy,source_etg_supported,1,1,0,0.0,87.0,54.0,33.0,141.0,0.5625,0.5625,69.0,1,0.0,0.0,1.0,1.0,0.8765,0.0,26.0,kg_relaxed,etg_preferred
sce-1,afe0ba85b9236bbc,Synergy,source_etg_supported,2,2,0,0.0,87.0,45.0,42.0,132.0,0.6066176470588236,0.6066176470588236,69.0,2,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1,c37463f58725ec44,Synergy,source_etg_supported,2,2,0,0.0,87.0,45.0,42.0,132.0,0.6672794117647058,0.6672794117647058,69.0,2,0.0,0.0,0.0,0.0,0.0,0.0,,kg_follow,etg_first_protected_source
sce-1,bfe8cf8a81d34f40,Synergy,source_etg_supported,2,2,0,0.0,81.0,33.0,48.0,114.0,0.7279411764705883,0.7279411764705883,69.0,2,0.0,0.0,1.0,1.0,0.6074,0.0,24.0,diverge,etg_preferred
sce-1,65c48c4a628a20ab,Synergy,source_etg_supported,2,2,0,0.0,81.0,33.0,48.0,114.0,0.7886029411764706,0.7886029411764706,69.0,2,0.0,0.0,0.0,0.0,0.1862,0.0,4.0,backup_switch_exact,etg_first_protected_source
sce-1,435d2570883fa58b,Synergy,source_etg_supported,2,2,0,0.0,75.0,21.0,54.0,96.0,0.8492647058823529,0.8492647058823529,69.0,2,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1,f7ca51f5447861aa,Synergy,source_etg_supported,3,2,0,0.0,69.0,3.0,66.0,72.0,0.9203431372549019,0.9375,69.0,3,0.0,0.0,0.6666666666666666,0.6666666666666666,0.2949333333333333,0.0,5.0,diverge,etg_preferred
sce-1,75d4df132e412232,Synergy,source_etg_supported,2,2,0,0.0,69.0,0.0,69.0,69.0,1.0,1.0,69.0,2,0.0,0.0,1.0,1.0,0.38345,0.58125,4.5,kg_relaxed,etg_preferred
sce-1,558a108cb24f9129,"ETG-only,Synergy",source_etg_supported,61,61,0,0.0,180.0,180.0,0.0,360.0,0.0,0.0,59.50819672131148,36,0.0,0.0,1.0,1.0,0.1875,10.251516666666667,2.0,kg_relaxed,etg_preferred
sce-1,4c1c8a424e0161dc,"ETG-only,Synergy",source_etg_supported,16,16,0,0.0,156.0,156.0,0.0,312.0,0.055118840299277605,0.05555555555555555,51.375,8,0.0,0.0,1.0,1.0,0.729825,0.0,1658.0,kg_relaxed,etg_preferred
sce-1,f5d3ee4bf18a8e1c,"ETG-only,Synergy",source_etg_supported,7,7,0,0.0,150.0,135.0,15.0,285.0,0.11047225907907021,0.1111111111111111,54.0,4,0.0,0.0,1.0,1.0,0.7798499999999999,0.0,1340.0,kg_relaxed,etg_preferred
sce-1,5817dd40ab286a46,"ETG-only,Synergy",source_etg_supported,5,5,0,0.0,138.0,129.0,9.0,267.0,0.16687306501547988,0.16666666666666666,60.0,3,0.0,0.0,1.0,1.0,0.7797999999999999,0.0,1336.6666666666667,kg_relaxed,etg_preferred
sce-1,1846f27c722d7b53,"ETG-only,Synergy",source_etg_supported,4,4,0,0.0,117.0,90.0,27.0,207.0,0.28594771241830064,0.28594771241830064,63.0,3,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1,23d276d453433cd5,Synergy,source_etg_supported,1,1,0,0.0,111.0,84.0,27.0,195.0,0.3333333333333333,0.3333333333333333,66.0,1,0.0,0.0,0.0,0.0,0.1,32.1175,1.0,backup_switch_exact,etg_preferred
sce-1,fb62d6f377ada326,Synergy,source_etg_supported,2,2,0,0.0,99.0,66.0,33.0,165.0,0.40032679738562094,0.40032679738562094,63.0,2,0.0,0.5,0.5,0.5,0.4016,47.943,96.0,fallback,confident_advantage
sce-1,de93355d4f8d60e6,Synergy,source_etg_supported,2,2,0,0.0,93.0,54.0,39.0,147.0,0.4444444444444444,0.4444444444444444,63.0,2,0.0,1.0,0.5,0.5,0.81275,50.80875,77.5,tuning,confident_advantage
sce-1,c4ca8e6e8f200bc5,"ETG-only,Synergy",source_etg_supported,6,6,0,0.0,90.0,48.0,42.0,138.0,0.49948400412796695,0.5,65.0,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.03333333333333333,0.6062,1.0,kg_plan,etg_first_protected_source
sce-1,0e78884f8028c846,Synergy,source_etg_supported,3,3,0,0.0,90.0,45.0,45.0,135.0,0.5546382295608302,0.5555555555555556,66.0,3,0.0,0.0,1.0,1.0,0.10000000000000002,6.598,1.0,diverge,etg_preferred
sce-1,27b51f1f5f95cee6,Synergy,source_etg_supported,3,3,0,0.0,90.0,45.0,45.0,135.0,0.6103084508657264,0.6111111111111112,66.0,3,0.0,0.0,0.0,0.0,0.0,0.0,,kg_follow,etg_first_protected_source
sce-1,c1df25bf950a9e4c,Synergy,source_etg_supported,3,3,0,0.0,84.0,39.0,45.0,123.0,0.6659786721706227,0.6666666666666666,66.0,3,0.0,0.0,0.0,0.0,0.0,0.0,,kg_follow,etg_first_protected_source
sce-1,0bfeee6cf8b28931,Synergy,source_etg_supported,2,2,0,0.0,84.0,39.0,45.0,123.0,0.72953216374269,0.72953216374269,66.0,2,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1,b6575077f80c01af,Synergy,source_etg_supported,3,3,0,0.0,78.0,27.0,51.0,105.0,0.7773191147804152,0.7777777777777778,66.0,3,0.0,0.0,1.0,1.0,0.8350333333333334,0.0,308.0,diverge,etg_preferred
sce-1,211aecf9f93b8b6f,Synergy,source_etg_supported,6,3,0,0.0,72.0,15.0,57.0,87.0,0.8608244467377594,0.8622291021671826,66.0,6,0.0,0.0,0.5,0.5,0.05000000000000001,5.5055499999999995,1.0,diverge,etg_first_protected_source
sce-1,c42837aa5d340d8c,Synergy,source_etg_supported,3,3,0,0.0,66.0,3.0,63.0,69.0,0.9443297786951037,0.9444444444444444,66.0,3,0.0,0.0,1.0,1.0,0.10000000000000002,0.8098000000000001,1.0,diverge,etg_preferred
sce-1,c64d08c19436483b,Synergy,source_etg_supported,3,3,0,0.0,66.0,0.0,66.0,66.0,1.0,1.0,66.0,3,0.0,0.0,1.0,1.0,0.10000000000000002,14.739733333333334,1.0,kg_relaxed,etg_preferred
sce-1,0e4750c13c2663fc,"ETG-only,Synergy",shared_selected_outside_source_etg,2,2,2,1.0,144.0,135.0,9.0,279.0,0.13025210084033612,0.13025210084033612,75.0,1,1.0,0.0,1.0,1.0,0.6694,0.0,833.0,ood,etg_preferred
sce-1,cd79db49393ee7f3,"ETG-only,Synergy",shared_selected_outside_source_etg,4,4,4,1.0,132.0,135.0,-3.0,267.0,0.17677696078431374,0.17647058823529413,60.75,1,1.0,0.0,1.0,1.0,0.6694,0.0,833.0,ood,etg_preferred
sce-1,21801bcd50aafa1f,"ETG-only,Synergy",shared_selected_outside_source_etg,4,4,3,0.75,117.0,111.0,6.0,228.0,0.2426470588235294,0.2426470588235294,63.0,1,1.0,0.0,1.0,1.0,0.254,0.0,3.0,ood,etg_preferred
sce-1,f5682760dfb2e776,"ETG-only,Synergy",shared_selected_outside_source_etg,5,4,5,1.0,105.0,93.0,12.0,198.0,0.31323529411764706,0.3125,64.2,2,1.0,0.0,1.0,1.0,0.7515,0.0,17.0,ood,etg_preferred
sce-1,c4eb9dbbb3d5d12b,"ETG-only,Synergy",shared_selected_outside_source_etg,4,4,4,1.0,93.0,75.0,18.0,168.0,0.42463235294117646,0.42463235294117646,63.0,1,1.0,0.0,1.0,1.0,0.7515,0.0,17.0,ood,etg_preferred
sce-1,765b67ebdd4acaf6,"ETG-only,Synergy",source_etg_supported,4,3,0,0.0,87.0,60.0,27.0,147.0,0.49264705882352944,0.4852941176470588,66.0,2,0.0,0.0,1.0,1.0,0.7201,0.0,18.0,kg_relaxed,etg_preferred
sce-1,497b86aa5162aa6f,"ETG-only,Synergy",source_etg_supported,32,32,0,0.0,180.0,180.0,0.0,360.0,0.0,0.0,55.40625,15,0.0,0.0,1.0,1.0,0.1875,10.2674,2.0,kg_relaxed,etg_preferred
sce-1,672fdc9f907b2d18,Synergy,source_etg_supported,1,1,0,0.0,156.0,156.0,0.0,312.0,0.07142857142857142,0.07142857142857142,66.0,1,0.0,0.0,1.0,1.0,0.1,44.6543,1.0,kg_relaxed,etg_preferred
sce-1,d7fff85839bb0646,"ETG-only,Synergy",source_etg_supported,6,6,0,0.0,144.0,135.0,9.0,279.0,0.1353174603174603,0.1380952380952381,64.0,4,0.0,0.0,1.0,1.0,0.1,47.583975,1.0,kg_relaxed,etg_preferred
sce-1,a60628ebd15f1d47,"ETG-only,Synergy",source_etg_supported,6,6,0,0.0,138.0,129.0,9.0,267.0,0.19613095238095238,0.19375,63.0,3,0.0,0.0,1.0,1.0,0.10000000000000002,47.5761,1.0,kg_relaxed,etg_preferred
sce-1,a658fe444c45570f,"ETG-only,Synergy",source_etg_supported,4,4,0,0.0,126.0,111.0,15.0,237.0,0.2720238095238095,0.2761904761904762,66.0,2,0.0,0.0,1.0,1.0,0.1,19.30725,1.0,kg_relaxed,etg_preferred
sce-1,41bbbc15020e7e35,"ETG-only,Synergy",source_etg_supported,9,9,0,0.0,117.0,90.0,27.0,207.0,0.33432539682539686,0.3333333333333333,64.0,5,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1,0049b4f9331447ae,Synergy,source_etg_supported,3,3,0,0.0,111.0,78.0,33.0,189.0,0.41071428571428575,0.42857142857142855,68.0,3,0.0,0.0,1.0,1.0,0.10000000000000002,120.0853,1.0,fallback,etg_preferred
sce-1,8a142a1121dc1a7c,Synergy,source_etg_supported,5,5,0,0.0,99.0,72.0,27.0,171.0,0.475,0.5,66.0,5,0.0,0.0,0.0,0.0,0.08,19.558880000000002,1.0,backup_switch_exact,etg_preferred
sce-1,7668530131493990,Synergy,source_etg_supported,4,4,0,0.0,93.0,54.0,39.0,147.0,0.5357142857142857,0.5357142857142857,66.0,4,0.0,0.0,0.25,0.25,0.025,4.561225,1.0,kg_plan,etg_first_protected_source
sce-1,4eaf518beb3e2f2a,Synergy,source_etg_supported,1,1,0,0.0,81.0,39.0,42.0,120.0,0.6428571428571429,0.6428571428571429,66.0,1,0.0,0.0,1.0,1.0,0.1,29.9861,1.0,diverge,etg_preferred
sce-1,f43b0350c9a95cf5,Synergy,source_etg_supported,3,3,0,0.0,75.0,39.0,36.0,114.0,0.7142857142857143,0.7142857142857143,64.0,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.03333333333333333,3.2641666666666667,1.0,kg_plan,etg_first_protected_source
sce-1,29eefc1eb5a8fdc7,Synergy,source_etg_supported,1,1,0,0.0,75.0,21.0,54.0,96.0,0.7857142857142857,0.7857142857142857,66.0,1,0.0,0.0,1.0,1.0,0.8777,0.0,45.0,diverge,etg_preferred
sce-1,4eb400b7da18d4f5,"ETG-only,Synergy",source_etg_supported,8,6,0,0.0,72.0,21.0,51.0,93.0,0.8116071428571429,0.8,62.25,6,0.0,0.0,0.6666666666666666,0.6666666666666666,0.5833499999999999,0.0,289.25,diverge,etg_preferred
sce-1,5d426322b23319ec,Synergy,source_etg_supported,4,4,0,0.0,66.0,9.0,57.0,75.0,0.9151785714285714,0.9285714285714286,63.0,4,0.0,0.0,0.0,0.0,0.0,0.0,,kg_follow,etg_first_protected_source
sce-1,ec03c32889c35b77,Synergy,source_etg_supported,2,2,0,0.0,66.0,0.0,66.0,66.0,1.0,1.0,66.0,2,0.0,0.0,1.0,1.0,0.1,10.812100000000001,1.0,kg_relaxed,etg_preferred
sce-1,d1cf020c2dcfc502,"ETG-only,Synergy",shared_selected_outside_source_etg,3,3,3,1.0,156.0,156.0,0.0,312.0,0.06127450980392157,0.0625,67.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,"warmup,high_ood=0.389"
sce-1,b448c5b1c318797d,Synergy,synergy_selected_outside_source_etg,1,1,1,1.0,144.0,135.0,9.0,279.0,0.125,0.125,75.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,"warmup,high_ood=0.389"
sce-1,a13b134f6fd10d0d,"ETG-only,Synergy",shared_selected_outside_source_etg,2,2,2,1.0,138.0,135.0,3.0,273.0,0.1875,0.1875,81.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,"warmup,high_ood=0.389"
sce-1,45afb696f6d92ded,"ETG-only,Synergy",shared_selected_outside_source_etg,2,2,2,1.0,120.0,111.0,9.0,231.0,0.25,0.25,81.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,ood,"warmup,high_ood=0.389"
sce-1,d24a80709cdf9ff8,Synergy,source_etg_supported,1,1,0,0.0,111.0,93.0,18.0,204.0,0.3125,0.3125,75.0,1,0.0,0.0,1.0,1.0,0.8951,0.0,48.0,kg_relaxed,etg_preferred
sce-1,b19c2e1615ba105b,Synergy,source_etg_supported,1,1,0,0.0,105.0,90.0,15.0,195.0,0.375,0.375,75.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1,750a6f0435bcb200,Synergy,source_etg_supported,1,1,0,0.0,105.0,78.0,27.0,183.0,0.4375,0.4375,75.0,1,0.0,0.0,1.0,1.0,0.1,1.1173,1.0,kg_relaxed,etg_preferred
sce-1,cc8fbf8c722de4f8,Synergy,source_etg_supported,1,1,0,0.0,99.0,60.0,39.0,159.0,0.5,0.5,75.0,1,0.0,0.0,1.0,1.0,0.8452,0.0,41.0,kg_relaxed,etg_preferred
sce-1,e1e1450df18a60c7,Synergy,source_etg_supported,1,1,0,0.0,99.0,45.0,54.0,144.0,0.5625,0.5625,75.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,kg_plan,etg_first_protected_source
sce-1,a497168dcdc493ba,Synergy,source_etg_supported,1,1,0,0.0,99.0,45.0,54.0,144.0,0.625,0.625,75.0,1,0.0,0.0,1.0,1.0,0.8451,0.0,11.0,diverge,etg_preferred
