method,scenario,experiment_id,eval_name,repeat,episode_id,line_no_read,line_no_selected,score,score_selected_csv,result,win,frame_count,selected_rank,counterpart_rank,selection_tier,counterpart_rule,selected_source_file
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,1,1,1,66.0,66.0,Win,1.0,17,5.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,3,3,3,54.0,54.0,Win,1.0,20,100.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,5,5,5,57.0,57.0,Win,1.0,14,74.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,6,6,6,69.0,69.0,Win,1.0,17,8.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,7,7,7,66.0,66.0,Win,1.0,19,41.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,8,8,8,69.0,69.0,Win,1.0,18,4.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,11,11,11,66.0,66.0,Win,1.0,15,32.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,14,14,14,75.0,75.0,Win,1.0,17,21.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,16,16,16,54.0,54.0,Win,1.0,20,98.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,18,18,18,66.0,66.0,Win,1.0,15,30.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,19,19,19,78.0,78.0,Win,1.0,17,15.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,25,25,25,69.0,69.0,Win,1.0,14,35.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,29,29,29,72.0,72.0,Win,1.0,19,13.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,33,33,33,57.0,57.0,Win,1.0,14,76.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,41,41,41,66.0,66.0,Win,1.0,20,42.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,42,42,42,72.0,72.0,Win,1.0,18,19.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,45,45,45,60.0,60.0,Win,1.0,19,70.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,47,47,47,51.0,51.0,Win,1.0,16,90.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,52,52,52,60.0,60.0,Win,1.0,17,57.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,53,53,53,54.0,54.0,Win,1.0,20,97.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,56,56,56,69.0,69.0,Win,1.0,14,23.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,57,57,57,90.0,90.0,Win,1.0,17,3.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,69,69,69,60.0,60.0,Win,1.0,18,54.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,74,74,74,72.0,72.0,Win,1.0,18,24.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,75,75,75,75.0,75.0,Win,1.0,14,27.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,81,81,81,63.0,63.0,Win,1.0,14,18.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,86,86,86,63.0,63.0,Win,1.0,14,34.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,97,97,97,51.0,51.0,Win,1.0,15,94.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,98,98,98,60.0,60.0,Win,1.0,16,73.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,101,101,101,45.0,45.0,Win,1.0,16,72.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,102,102,102,78.0,78.0,Win,1.0,17,7.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,104,104,104,57.0,57.0,Win,1.0,16,79.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,106,106,106,48.0,48.0,Win,1.0,20,68.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,107,107,107,60.0,60.0,Win,1.0,17,62.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,108,108,108,66.0,66.0,Win,1.0,19,11.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,110,110,110,63.0,63.0,Win,1.0,14,47.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,111,111,111,54.0,54.0,Win,1.0,17,99.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,115,115,115,30.0,30.0,Win,1.0,18,77.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,117,117,117,57.0,57.0,Win,1.0,15,83.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,118,118,118,60.0,60.0,Win,1.0,15,59.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,123,123,123,60.0,60.0,Win,1.0,18,63.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,125,125,125,48.0,48.0,Win,1.0,17,93.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,128,128,128,63.0,63.0,Win,1.0,14,17.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,131,131,131,48.0,48.0,Win,1.0,16,86.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,134,134,134,66.0,66.0,Win,1.0,18,45.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,135,135,135,75.0,75.0,Win,1.0,14,16.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,139,139,139,48.0,48.0,Win,1.0,20,91.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,141,141,141,60.0,60.0,Win,1.0,20,64.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,143,143,143,78.0,78.0,Win,1.0,17,20.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,151,151,151,63.0,63.0,Win,1.0,14,46.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,156,156,156,66.0,66.0,Win,1.0,17,26.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,161,161,161,63.0,63.0,Win,1.0,14,37.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,169,169,169,72.0,72.0,Win,1.0,18,6.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,175,175,175,57.0,57.0,Win,1.0,16,78.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,179,179,179,60.0,60.0,Win,1.0,19,55.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,181,181,181,48.0,48.0,Win,1.0,19,85.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,184,184,184,60.0,60.0,Win,1.0,19,71.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,186,186,186,60.0,60.0,Win,1.0,15,51.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,187,187,187,60.0,60.0,Win,1.0,17,58.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,188,188,188,63.0,63.0,Win,1.0,14,12.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,190,190,190,60.0,60.0,Win,1.0,20,67.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,191,191,191,63.0,63.0,Win,1.0,14,43.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,196,196,196,63.0,63.0,Win,1.0,14,50.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,201,201,201,63.0,63.0,Win,1.0,14,40.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,204,204,204,69.0,69.0,Win,1.0,14,28.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,207,207,207,75.0,75.0,Win,1.0,14,25.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,208,208,208,9.0,9.0,Win,1.0,21,89.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,209,209,209,66.0,66.0,Win,1.0,18,33.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,210,210,210,78.0,78.0,Win,1.0,17,10.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,213,213,213,90.0,90.0,Win,1.0,17,2.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,216,216,216,63.0,63.0,Win,1.0,14,44.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,217,217,217,75.0,75.0,Win,1.0,18,14.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,222,222,222,60.0,60.0,Win,1.0,19,66.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,231,231,231,60.0,60.0,Win,1.0,19,56.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,237,237,237,48.0,48.0,Win,1.0,19,88.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,239,239,239,66.0,66.0,Win,1.0,15,38.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,240,240,240,72.0,72.0,Win,1.0,15,22.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,243,243,243,60.0,60.0,Win,1.0,19,61.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,244,244,244,57.0,57.0,Win,1.0,14,81.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,250,250,250,66.0,66.0,Win,1.0,19,36.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,251,251,251,93.0,93.0,Win,1.0,15,1.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,252,252,252,69.0,69.0,Win,1.0,18,31.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,253,253,253,48.0,48.0,Win,1.0,15,84.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,256,256,256,60.0,60.0,Win,1.0,19,60.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,257,257,257,63.0,63.0,Win,1.0,14,49.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,258,258,258,30.0,30.0,Win,1.0,17,69.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,260,260,260,60.0,60.0,Win,1.0,19,53.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,261,261,261,72.0,72.0,Win,1.0,18,29.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,262,262,262,60.0,60.0,Win,1.0,18,65.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,271,271,271,48.0,48.0,Win,1.0,18,87.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,272,272,272,69.0,69.0,Win,1.0,14,9.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,275,275,275,48.0,48.0,Win,1.0,20,95.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,277,277,277,48.0,48.0,Win,1.0,20,82.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,280,280,280,48.0,48.0,Win,1.0,19,96.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,282,282,282,30.0,30.0,Win,1.0,20,52.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,286,286,286,63.0,63.0,Win,1.0,15,48.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,291,291,291,57.0,57.0,Win,1.0,14,75.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,294,294,294,69.0,69.0,Win,1.0,14,39.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,296,296,296,48.0,48.0,Win,1.0,17,92.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1,sce1_synergy_run_0074,eval_run_0074_web_batch_20260622_141137,repeat_001,297,297,297,57.0,57.0,Win,1.0,14,80.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,1,1,1,36.0,36.0,Win,1.0,16,76.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,13,13,13,36.0,36.0,Win,1.0,18,66.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,15,15,15,48.0,48.0,Win,1.0,17,31.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,18,18,18,30.0,30.0,Win,1.0,17,94.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,20,20,20,42.0,42.0,Win,1.0,15,47.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,22,22,22,36.0,36.0,Win,1.0,15,71.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,25,25,25,39.0,39.0,Win,1.0,17,54.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,29,29,29,33.0,33.0,Win,1.0,16,72.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,34,34,34,36.0,36.0,Win,1.0,15,87.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,40,40,40,33.0,33.0,Win,1.0,16,67.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,41,41,41,42.0,42.0,Win,1.0,16,39.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,46,46,46,51.0,51.0,Win,1.0,14,28.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,47,47,47,48.0,48.0,Win,1.0,15,29.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,48,48,48,42.0,42.0,Win,1.0,16,50.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,50,50,50,36.0,36.0,Win,1.0,17,70.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,53,53,53,57.0,57.0,Win,1.0,13,11.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,62,62,62,39.0,39.0,Win,1.0,15,56.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,63,63,63,63.0,63.0,Win,1.0,13,2.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,65,65,65,48.0,48.0,Win,1.0,15,30.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,66,66,66,42.0,42.0,Win,1.0,16,42.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,71,71,71,33.0,33.0,Win,1.0,16,74.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,72,72,72,48.0,48.0,Win,1.0,16,33.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,76,76,76,45.0,45.0,Win,1.0,14,36.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,77,77,77,36.0,36.0,Win,1.0,17,80.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,79,79,79,42.0,42.0,Win,1.0,16,52.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,80,80,80,42.0,42.0,Win,1.0,16,53.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,81,81,81,36.0,36.0,Win,1.0,16,78.0,,positive_contribution_fill,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,84,84,84,42.0,42.0,Win,1.0,18,46.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
Synergy,sce-1m,sce1m_synergy_run_0077,eval_run_0077_web_batch_20260622_141137,repeat_001,93,93,93,54.0,54.0,Win,1.0,14,16.0,,high_score_positive_contribution,nan,selected_gate_positive_episodes.csv
