experiment_id,method_group,map_id,map_key,variant,base_variant_id,base_variant_rank,base_variant_trial,backup_condition,episode_id,result,score,terminal_hp_delta,frame_count,switch_count,diverge_count,diverged_out_of_beam_count,plan_switch_candidate_count,mean_candidate_planning_score_gain
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_ex,rank01_trial0019,1,19,fixed_pool_multi_step_switch_exact,41,Win,48.0,48.0,17,1,5,3,138,-0.0037209530368282557
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_ex,rank01_trial0019,1,19,fixed_pool_multi_step_switch_exact,42,Win,48.0,48.0,19,1,4,3,117,-0.0025566986545582484
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_ex,rank01_trial0019,1,19,fixed_pool_multi_step_switch_exact,43,Win,60.0,60.0,19,1,4,3,161,-0.001507648277688807
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_ex,rank01_trial0019,1,19,fixed_pool_multi_step_switch_exact,44,Win,48.0,48.0,20,1,7,3,148,-0.002781943191472862
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_ex,rank01_trial0019,1,19,fixed_pool_multi_step_switch_exact,45,Win,42.0,42.0,20,1,7,4,170,-0.0015195596911152967
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_ex,rank01_trial0019,1,19,fixed_pool_multi_step_switch_exact,46,Win,81.0,81.0,17,1,8,6,135,-0.0009685474617196598
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_ex,rank01_trial0019,1,19,fixed_pool_multi_step_switch_exact,47,Win,54.0,54.0,15,0,6,5,109,-0.0014055171256932798
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_ex,rank01_trial0019,1,19,fixed_pool_multi_step_switch_exact,48,Win,48.0,48.0,17,2,5,2,133,-0.0021516800007690667
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_ex,rank01_trial0019,1,19,fixed_pool_multi_step_switch_exact,49,Win,39.0,39.0,19,1,6,4,149,-0.0030616431687736736
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_ex,rank01_trial0019,1,19,fixed_pool_multi_step_switch_exact,50,Win,60.0,60.0,18,1,5,1,163,-0.00047778608337375046
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_fz020,rank01_trial0019,1,19,fixed_pool_multi_step_switch_fuzzy020,1,Win,54.0,54.0,17,1,5,3,137,-0.006206670095301733
sce1_etg_run_0068,ETG-only,MarineMicro_MvsM_4,sce-1,rank01_trial0019_ms_fz020,rank01_trial0019,1,19,fixed_pool_multi_step_switch_fuzzy020,2,Win,84.0,84.0,17,1,4,3,92,-0.001488913612169676
