map_key,parameter,metric,pearson,spearman,n
sce-2m,backup_enabled,avg_score,-0.03211306580131578,-0.12744757681873123,200
sce-2m,backup_enabled,win_rate,0.008938076090464053,-0.10192781064421942,200
sce-2m,backup_enabled,stability,0.13560184776947612,0.1909494876452909,200
sce-2m,backup_enabled,score_std,0.13667285135068133,0.15846001565614626,200
sce-2m,backup_score_threshold,objective,0.41354529842177157,0.3385964912280702,19
sce-2m,backup_score_threshold,avg_score,0.4408314277509018,0.3350877192982456,19
sce-2m,backup_score_threshold,win_rate,0.3644320887496522,0.24517032075185022,19
sce-2m,backup_score_threshold,stability,-0.19569003700373203,-0.26842105263157895,19
sce-2m,backup_score_threshold,score_std,-0.3261460713964039,-0.38596491228070173,19
sce-2m,backup_distance_threshold,objective,0.037733709387619,0.08771929824561404,19
sce-2m,backup_distance_threshold,avg_score,-0.038566543151775164,0.021052631578947368,19
sce-2m,backup_distance_threshold,win_rate,0.11611931949560902,0.2907410123414135,19
sce-2m,backup_distance_threshold,stability,-0.15765990175397315,-0.06315789473684211,19
sce-2m,backup_distance_threshold,score_std,-0.18190993435002834,-0.02982456140350877,19
sce-2m,masked_count,objective,0.06549682153694872,0.1004766084112428,200
sce-2m,masked_count,avg_score,0.03825111825231257,0.10045984683713528,200
sce-2m,masked_count,win_rate,-0.03777070756548412,0.04625356012745122,200
sce-2m,masked_count,stability,-0.09983280588489475,-0.09016050369311988,200
sce-2m,masked_count,score_std,-0.05367541119282002,-0.04380523232495429,200
sce-3,beam_width,objective,-0.28817185888911867,-0.19167990666855644,200
sce-3,beam_width,avg_score,-0.29161507815371174,-0.1673211046019373,200
sce-3,beam_width,win_rate,-0.29535421902840847,-0.20517065319091518,200
sce-3,beam_width,stability,0.11580357898012554,0.0495277217633672,200
sce-3,beam_width,score_std,0.2769564987478002,0.20292313810740717,200
sce-3,lookahead_steps,objective,-0.03374161689781217,-0.025960928200070822,200
sce-3,lookahead_steps,avg_score,-0.035194018128395975,-0.03786065517190502,200
sce-3,lookahead_steps,win_rate,-0.0455465864723954,-0.055188523455043756,200
sce-3,lookahead_steps,stability,-0.000581070228893684,-0.015165571963405804,200
sce-3,lookahead_steps,score_std,0.06303291911491002,0.06289053778426487,200
sce-3,min_visits,objective,-0.24143972638279249,-0.18522257008097193,200
sce-3,min_visits,avg_score,-0.24066554255040262,-0.2340987553471898,200
sce-3,min_visits,win_rate,-0.2571465584342783,-0.21404516119745115,200
sce-3,min_visits,stability,-0.026466594744806404,-0.005005297369869346,200
sce-3,min_visits,score_std,0.16432005620867346,0.19340836426305724,200
sce-3,max_state_revisits,objective,0.08431339111991135,0.08651325875227539,200
sce-3,max_state_revisits,avg_score,0.07473934620293922,0.04706351308693126,200
sce-3,max_state_revisits,win_rate,0.062029281535941005,0.06843745137949413,200
sce-3,max_state_revisits,stability,-0.13648078668963984,-0.1468570466039538,200
sce-3,max_state_revisits,score_std,-0.04924669914816163,-0.08289442995888262,200
sce-3,min_cum_prob,objective,0.18294834147345773,0.1157458936473412,200
sce-3,min_cum_prob,avg_score,0.16943944937964778,0.09551435276635467,200
sce-3,min_cum_prob,win_rate,0.17222747114762538,0.08390389916053262,200
sce-3,min_cum_prob,stability,-0.10811984396346912,-0.10814220355508888,200
sce-3,min_cum_prob,score_std,-0.14074922222601408,-0.07650191254781372,200
sce-3,discount_factor,objective,-0.1259476677332411,-0.0822500562514063,200
sce-3,discount_factor,avg_score,-0.13071711010868223,-0.0841260424348693,200
sce-3,discount_factor,win_rate,-0.10152249039029594,0.007156956915689715,200
sce-3,discount_factor,stability,-0.010485483110660393,0.002887572189304733,200
sce-3,discount_factor,score_std,0.08880746593418169,0.026364659116477913,200
sce-3,backup_enabled,objective,-0.02540012339830501,-0.054394219209227594,200
sce-3,backup_enabled,avg_score,-0.016855303329021427,-0.06298292185227686,200
sce-3,backup_enabled,win_rate,-0.011665710896124172,-0.07282237110233701,200
sce-3,backup_enabled,stability,0.019609560912113747,0.042179377000839645,200
sce-3,backup_enabled,score_std,0.038580043361066504,0.06279192322749431,200
sce-3,backup_score_threshold,objective,-0.1167828704587322,-0.12693240232946557,142
sce-3,backup_score_threshold,avg_score,-0.11103311575599785,-0.15753296911844208,142
sce-3,backup_score_threshold,win_rate,-0.09653855296619865,-0.1427135685917602,142
sce-3,backup_score_threshold,stability,0.05773447035422778,0.10414907238401395,142
sce-3,backup_score_threshold,score_std,0.1290295563025804,0.14030650200862968,142
sce-3,backup_distance_threshold,objective,-0.023795763575926884,-0.03545959584317391,142
sce-3,backup_distance_threshold,avg_score,-0.03130720648054043,-0.034414037205686296,142
sce-3,backup_distance_threshold,win_rate,-0.042750532928524,-0.025271670434009703,142
sce-3,backup_distance_threshold,stability,0.013110210987051826,0.025254038739205058,142
sce-3,backup_distance_threshold,score_std,0.03281619205037547,-0.003132917427193724,142
sce-3,masked_count,objective,0.4237410430641662,0.44190675497828374,200
sce-3,masked_count,avg_score,0.4211592017939709,0.444282674393279,200
sce-3,masked_count,win_rate,0.42035421844563414,0.4413661588578027,200
sce-3,masked_count,stability,-0.19071730866705688,-0.18588816630309546,200
sce-3,masked_count,score_std,-0.3929948950442045,-0.44487384958832843,200
