experiment_id,map_key,map_id,trial,state,objective,avg_score,win_rate,score_std,stability,penalty_factor,num_episodes,status,phase,result_file,action_strategy,mode,beam_width,lookahead_steps,score_mode,min_visits,max_state_revisits,min_cum_prob,discount_factor,enable_backup,backup_score_threshold,backup_distance_threshold,masked_count,mask_0,mask_1,mask_2,is_multi_step,backup_enabled,scene_order
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,23,TrialState.COMPLETE,43.533814702428124,48.114285714285714,0.9809523809523809,16.17364951937287,3.1052351010254426,0.922369122474364,105.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0023,best_subtree_winrate,multi_step,8,5,quality,7,3,0.0028361227587976124,0.9466966159980404,True,0.2696428516949988,0.45503294252724674,1,9.0,,,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,24,TrialState.COMPLETE,36.89085586390127,44.169642857142854,0.9285714285714286,22.053461176705323,4.021792853728165,0.8994551786567959,112.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0024,best_subtree_winrate,multi_step,10,6,quality,9,3,0.01763641800231044,0.7099338982857839,True,0.5451503925209504,0.8815876500588458,2,5.0,8.0,,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,25,TrialState.COMPLETE,48.116119358583084,51.421052631578945,1.0,13.729782416621038,2.570879516352974,0.9357280120911756,114.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0025,best_subtree_quality,multi_step,5,8,quality,6,4,0.0035649463150544693,0.903758824833773,True,0.8773984056050292,0.1481554862242954,3,7.0,0.0,0.0,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,26,TrialState.COMPLETE,0.8052148759208748,1.8620689655172413,0.5172413793103449,26.057263383358713,6.558730338298484,0.8360317415425379,116.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0026,best_subtree_quality,multi_step,5,8,future_reward,4,4,0.003550412179291112,0.5400273531815167,False,,,3,7.0,0.0,0.0,1,0,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,27,TrialState.COMPLETE,35.969334416799164,43.275,0.8916666666666667,26.845844650522732,2.713399914557305,0.9321650021360673,120.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0027,best_subtree_quality,multi_step,5,10,quality,8,5,0.006731106173924945,0.7727553043679716,True,0.8542942098415017,0.14835658690295023,3,7.0,1.0,0.0,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,28,TrialState.COMPLETE,42.36798559666603,49.064516129032256,0.9758064516129032,21.045550420642467,4.602988109479033,0.8849252972630242,124.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0028,best_subtree_quality,multi_step,5,10,quality,9,4,0.011061492888350875,0.9342391197603729,True,0.8881100326924573,0.18519636720455632,3,9.0,3.0,3.0,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,29,TrialState.COMPLETE,48.55899721437951,50.7906976744186,0.9922480620155039,17.393607673089083,1.4587972830581568,0.9635300679235461,129.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0029,best_subtree_quality,multi_step,3,8,future_reward,7,3,0.0011509843237480673,0.8283223149573863,True,0.7077884801519742,0.3871572694018952,2,4.0,9.0,,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,30,TrialState.COMPLETE,46.80622724132859,49.80582524271845,0.9902912621359223,18.442804923470508,2.040494988857928,0.9489876252785518,103.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0030,best_subtree_quality,multi_step,2,6,future_reward,7,3,0.02099885585820756,0.8181283236213472,True,0.6524905602599984,0.38520239762169434,2,4.0,9.0,,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,31,TrialState.COMPLETE,39.81092021799183,47.765625,0.9453125,25.249531052266594,4.732770644175104,0.8816807338956224,128.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0031,best_subtree_quality,multi_step,3,8,future_reward,8,3,0.0010316351050794308,0.8552745724805204,True,0.9107279177968931,0.5577125597977299,2,4.0,9.0,,1,1,0
sce1_etg_run_0068,sce-1,MarineMicro_MvsM_4,32,TrialState.COMPLETE,50.983807036267436,53.42857142857143,1.0,17.372861782982454,1.8303048926340102,0.9542423776841498,126.0,completed,etg_only,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\training_runs\run_0068\trials\trial_0032,best_subtree_quality,multi_step,3,9,future_reward,6,4,0.0029794705988864163,0.753687694653035,True,0.7319977133380864,0.19290210232226343,2,6.0,6.0,,1,1,0
