idx,map_id,method,experiment_id,episode_id,result,score,sequence_length,mds_x,mds_y
365,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,46,Win,36.0,16,-0.3912776337829693,1.5116601067514694
366,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,49,Win,36.0,16,-0.4580690769015323,1.3245874490216452
367,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,70,Win,36.0,16,-0.8158008654842246,1.1079519587919313
368,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,84,Win,36.0,16,-0.7999516315135966,1.103076912207672
369,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,85,Win,36.0,16,-0.7627993817796622,1.198561681553977
370,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,95,Win,36.0,16,-0.7551100989325831,1.1602591511395184
371,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,96,Win,36.0,16,-0.5442289861464971,1.412202970471056
372,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,8,Win,36.0,17,-0.17478770328225424,1.4761273731313023
373,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,21,Win,36.0,17,-0.732133232697634,1.2357170731234655
374,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,22,Win,36.0,17,-0.7663694123735052,1.3894337644284778
375,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,47,Win,36.0,17,-0.8903648600416425,1.1589387363727832
376,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,51,Win,36.0,17,-0.8091383545963774,1.2428746234505688
377,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,52,Win,36.0,17,-0.48141778659506307,1.4543167780423816
378,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,57,Win,36.0,17,-0.38735281235509106,1.3772042942554987
379,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,65,Win,36.0,17,-0.4067310163217192,1.350001199375014
380,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,76,Win,36.0,17,-0.6993283274074026,1.123638392920888
381,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,82,Win,36.0,17,-0.3376962115802446,1.3231774221178534
382,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,83,Win,36.0,17,-0.7852727727365494,1.3592417024656898
383,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,92,Win,36.0,17,-0.8091383545963768,1.2428746234505683
384,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,98,Win,36.0,17,-0.7445479721961793,1.257270925932294
385,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,25,Win,36.0,18,-0.20077417282305135,1.6265659172429434
386,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,32,Win,30.0,16,-0.3073098768163409,1.8839572292516846
387,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,75,Win,30.0,16,-0.8609677905914411,1.3030601458518145
388,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,13,Win,30.0,17,-0.376045576359815,1.7637693244973853
389,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,29,Win,30.0,17,-0.7685266179493635,1.3012658128515515
390,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,35,Win,30.0,17,-0.4956736787806218,1.510717598811097
391,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,77,Win,30.0,17,-0.12346938170758573,1.361675703641767
392,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,78,Win,30.0,17,-0.2980619824484321,1.6244728495468956
393,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,27,Win,27.0,17,0.11782192457382755,0.9003306135646258
394,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,97,Win,27.0,18,-0.2969296757051041,1.9783980161785624
395,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,100,Win,27.0,19,-0.722458553384924,1.8077534413188558
396,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,39,Win,24.0,17,-0.42604598842671315,1.8789212268829036
397,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,30,Win,9.0,18,0.14605817176591696,2.2173465133479606
398,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,68,Win,3.0,20,-0.510826257637215,2.258681065240269
399,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,73,Loss,-6.0,19,-0.5802973852316818,2.6341012002664574
400,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,1,Win,45.0,16,1.303054787200794,-0.6451583673340548
401,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,7,Win,42.0,17,0.4505868856361006,0.7314754813543987
402,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,6,Win,39.0,16,0.6967246201096929,0.9503882428281495
403,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,14,Win,39.0,16,0.9602375815483416,0.22834873359947797
404,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,16,Win,39.0,16,0.5612741986502198,0.5175914835792301
405,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,51,Win,39.0,16,0.7579754683961072,0.9088214560889768
406,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,77,Win,39.0,16,0.43151584223941714,0.9439443753873515
407,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,81,Win,39.0,17,0.8951533634630149,0.47037567384160045
408,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,85,Win,39.0,17,0.8794088564395627,0.5305332159227029
409,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,49,Win,39.0,18,0.6758926745549505,0.40457997401285123
410,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,27,Win,36.0,16,0.8390153142057316,0.9892843170057835
411,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,45,Win,36.0,16,1.1920719167352747,0.16244548720303442
412,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,19,Win,36.0,17,0.7101796662960296,0.3920899899101295
413,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,42,Win,36.0,17,0.3928370627615231,1.5140666121286517
414,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,12,Win,33.0,15,0.6087912974527839,0.9536592052648328
415,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,79,Win,33.0,15,1.3941160589137611,0.7916016432461301
416,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,10,Win,33.0,16,1.373534501531842,0.7427668644186751
417,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,13,Win,33.0,16,0.5700382071079207,0.8499445798294258
418,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,29,Win,33.0,16,1.0966074121707405,0.37171996484038594
419,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,31,Win,33.0,16,1.335759997037209,0.7926372732182191
420,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,32,Win,33.0,16,1.1804470983902255,0.8264486946837297
421,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,37,Win,33.0,16,1.3373491267525932,0.9344598110335791
422,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,40,Win,33.0,16,0.5679092104059885,1.0342257237505725
423,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,50,Win,33.0,16,0.6112301311955948,0.7695733250991584
424,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,56,Win,33.0,16,1.0958860118688647,0.6800790960336497
425,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,71,Win,33.0,16,1.0280614605907843,0.3182874515364302
426,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,80,Win,33.0,16,0.8641470381086575,0.8998796890021603
427,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,82,Win,33.0,16,0.8008256872705601,1.1578355305542232
428,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,88,Win,33.0,16,1.170622881826237,0.38716944377099893
429,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,90,Win,33.0,16,1.1985749100138465,0.8066020556975352
430,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,97,Win,33.0,16,0.6220432910621214,0.5802138999052506
431,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,4,Win,33.0,17,0.9366046673979662,0.6777246597515935
432,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,20,Win,33.0,17,0.8247999061239001,0.575971272814962
433,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,87,Win,33.0,17,0.9977837553368073,0.6653006399577579
434,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,94,Win,33.0,17,1.3226026552162466,0.19326488912371265
435,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,3,Win,30.0,16,0.9364364778922607,0.9368237872840349
436,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,25,Win,30.0,16,1.186500857133029,0.5898947210216268
437,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,60,Win,30.0,16,0.5375613915040469,1.672566459702015
438,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,93,Win,30.0,16,1.031629383973163,1.2564367938799883
439,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,39,Win,30.0,17,0.7964852516323001,1.5719539108887748
440,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,68,Win,30.0,17,1.1406049398355143,0.45533492517360574
441,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,75,Win,30.0,17,0.849314868550008,0.7931291879956021
442,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,95,Win,30.0,17,0.581598664558279,1.1170591202841105
443,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,100,Win,30.0,17,0.7689128940406184,1.2114246959256918
444,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,36,Win,30.0,18,0.4586391391121387,1.7281570245046922
445,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,76,Win,30.0,18,1.063355473154337,1.2361146914731629
446,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,23,Win,27.0,15,1.3865197379560439,1.0731548059173248
447,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,33,Win,27.0,15,1.1602396496696237,1.2000295169771946
448,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,2,Win,27.0,16,1.164465449518369,1.2764580450226795
449,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,28,Win,27.0,16,1.1218692664724614,0.5215709057308507
450,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,34,Win,27.0,16,1.0740066017980767,0.850232435924914
451,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,43,Win,27.0,16,0.5953098869710027,0.7328972430271923
452,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,46,Win,27.0,16,1.2094213439458843,0.7221957481342673
453,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,54,Win,27.0,16,1.6416808030107115,1.0107762804114866
454,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,65,Win,27.0,16,0.7141301857061007,1.25119542034652
455,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,73,Win,27.0,16,1.3244976810523006,0.8903239525854302
456,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,86,Win,27.0,16,0.5570499603681258,0.8049262868514611
457,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,92,Win,27.0,16,0.6519419566656802,1.0611490014403075
458,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,98,Win,27.0,16,0.5200158658557578,0.9516400557314214
459,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,99,Win,27.0,16,0.5614107276657382,0.8895780769112978
460,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,5,Win,27.0,17,1.067989612739332,0.9219648895186343
461,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,9,Win,27.0,17,1.2965930133302124,0.5960420200146141
462,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,15,Win,27.0,17,1.1494836405678082,0.5766359673901831
463,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,48,Win,27.0,17,0.588937666072673,0.8062399258482352
464,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,53,Win,27.0,17,1.3027190614027224,0.7149558840094921
465,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,55,Win,27.0,17,0.743127887931593,0.8147316355352818
466,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,63,Win,27.0,17,0.7824841827745647,1.0369631181966237
467,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,70,Win,27.0,17,1.1684250568823193,0.4154405348714007
468,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,89,Win,27.0,17,1.4170499029387902,0.2759779796962632
469,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,91,Win,27.0,17,1.355488457819289,0.4828197233793848
470,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,21,Win,24.0,16,0.8686227617091501,1.6471394804222135
471,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,24,Win,24.0,16,1.4269636320935004,1.3186101777092645
472,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,35,Win,24.0,16,1.484653813690142,0.9995918993747899
473,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,84,Win,24.0,16,0.9075655658364963,1.141032815618626
474,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,8,Win,24.0,17,0.7813977178847731,1.4097028120835895
475,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,26,Win,24.0,17,1.2209370765367356,1.0632374744788116
476,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,30,Win,24.0,17,0.6967446580665647,1.8830946684439702
477,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,47,Win,24.0,17,0.9071339691739507,1.5791524320953636
478,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,58,Win,24.0,17,0.499340942309678,1.5850374851770554
479,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,62,Win,24.0,17,0.955043221346743,1.608505549417777
480,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,78,Win,24.0,17,0.6344761778370223,1.6272563866267202
481,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,52,Win,24.0,18,0.3503488467434277,1.3708035861761
482,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,72,Win,24.0,18,0.43177397149510754,1.6156066567780574
483,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,74,Win,24.0,18,0.48542925948506366,1.6866890128701382
484,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,22,Win,21.0,16,1.4286139736021444,0.8755489658822019
485,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,61,Win,21.0,16,1.1671969625738596,1.0924992802862645
486,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,69,Win,21.0,16,0.9781263352960656,0.8946323600753301
487,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,41,Win,21.0,17,1.0728344441961246,1.8145182420415051
488,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,44,Win,21.0,17,1.4352892360085918,0.7037233591458633
489,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,59,Win,21.0,17,1.2486094200283817,0.8966954081281988
490,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,66,Win,21.0,17,1.1199850876291306,0.7908417991452322
491,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,67,Win,18.0,16,1.193024073558142,1.414283596357087
492,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,17,Win,18.0,17,0.8680216082576325,1.6641253370726592
493,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,18,Win,18.0,17,0.6877010006862703,1.6454063539273325
494,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,83,Win,18.0,17,1.0868171391933934,1.528039512378615
495,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,96,Win,18.0,17,0.6137386249932452,1.9695909554609952
496,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,11,Win,18.0,18,0.9128064861480722,1.626292756427431
497,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,38,Win,15.0,17,1.5502917361121311,0.9500150167355372
498,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,64,Win,15.0,19,0.9334166560564683,1.7463114650755318
499,MarineMicro_MvsM_4_dist,VDN,vdn_MarineMicro_MvsM_4_dist_train_run_0002,57,Win,12.0,18,0.5433377752210186,1.8321908601285228
500,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,10,Win,78.0,14,-0.05163018777412737,-1.2925612366511983
501,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,55,Win,78.0,14,-0.8525252699500985,-0.625728026098328
502,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,88,Win,75.0,15,0.1515646506965716,-0.9106727173172061
503,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,1,Win,75.0,16,0.20098429126488285,-0.9834681239537066
504,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,20,Win,75.0,16,0.23183683776583533,-0.9685892437724816
505,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,39,Win,75.0,16,0.38535908218163706,-0.8501640043959648
506,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,98,Win,75.0,16,0.23183683776583505,-0.9685892437724809
507,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,62,Win,72.0,14,-0.8525252699500974,-0.6257280260983307
508,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,81,Win,72.0,14,-0.8130640498271434,-0.6834852583701604
509,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,41,Win,69.0,14,0.22819528556256985,-1.1440028600577445
510,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,12,Win,69.0,15,0.24450344871838556,-0.8472880509757081
511,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,15,Win,69.0,15,-0.7114427187295789,-0.5596027854419136
512,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,47,Win,69.0,15,0.023220813984859406,-1.03123884730037
513,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,49,Win,69.0,15,0.1664307135967121,-0.9302536605537044
514,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,67,Win,69.0,15,-0.6079057101353343,-0.4764715939440419
515,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,75,Win,69.0,15,0.30724607683544825,-0.8387279348987106
516,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,6,Win,69.0,16,0.34364246823998185,-1.019908270424617
517,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,17,Win,69.0,16,0.34364246823998185,-1.019908270424617
518,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,28,Win,69.0,16,-0.10559844068757347,-0.6234512234371621
519,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,40,Win,69.0,16,-0.6487633910834067,-0.4104486773335312
520,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,48,Win,69.0,16,0.31927894121563677,-0.8616382202859386
521,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,64,Win,69.0,16,0.3581055273043347,-0.8975765565394024
522,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,91,Win,69.0,16,0.30837908950155335,-0.880608966050038
523,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,95,Win,69.0,16,-0.4778280246034799,-0.366716782819839
524,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,100,Win,69.0,16,-0.17385400084437333,-0.7757808571226
525,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,23,Win,66.0,14,0.16990315060648897,-1.2591435191710767
526,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,71,Win,66.0,14,-0.13158293258803208,-1.3013766334976817
527,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,21,Win,66.0,15,-0.8513577573636747,-0.6130407281653768
528,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,34,Win,66.0,15,-0.8513577573636748,-0.6130407281653768
529,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,52,Win,66.0,15,-1.114571266925555,-0.2811921232144429
530,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,86,Win,66.0,15,-0.8626133641610924,-0.6674736131487587
531,MarineMicro_MvsM_4_dist,MAPPO,MarineMicro_MvsM_4_dist/mappo/check/paper_train_v1/seed_1/evaluations,9,Win,63.0,14,-0.6517538501792034,-0.2685822306916213
