idx,map_id,method,experiment_id,episode_id,result,score,sequence_length,mds_x,mds_y
194,MarineMicro_MvsM_4_dist,Synergy,sce2_synergy_run_0041,7,Win,78.0,12,-1.1333627696814932,-0.4715585125630108
195,MarineMicro_MvsM_4_dist,Synergy,sce2_synergy_run_0041,6,Win,78.0,12,-0.3112004472249852,-1.239475869801795
196,MarineMicro_MvsM_4_dist,Synergy,sce2_synergy_run_0041,5,Win,78.0,12,-1.0607630135025736,-0.44962883915412266
197,MarineMicro_MvsM_4_dist,Synergy,sce2_synergy_run_0041,59,Win,78.0,13,-1.558445178981355,0.16103831856548273
198,MarineMicro_MvsM_4_dist,Synergy,sce2_synergy_run_0041,262,Win,75.0,12,-1.1670183378143224,-0.23283251286055578
199,MarineMicro_MvsM_4_dist,Synergy,sce2_synergy_run_0041,272,Win,75.0,13,-1.5582513950202457,0.05281336609939904
200,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,77,Win,63.0,15,1.149973978225037,-0.5809359141073615
201,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,28,Win,57.0,15,1.0203387998956925,-0.9900873790685144
202,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,24,Win,57.0,18,0.6208113652985466,-0.6252537841232001
203,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,65,Win,57.0,18,0.4697099623136115,-0.8802121194350296
204,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,47,Win,54.0,15,1.1512075900239833,-1.0163249412039281
205,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,57,Win,54.0,16,1.1907693690612782,-0.6580812542474062
206,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,42,Win,51.0,15,1.143195795116954,-0.29796275127393473
207,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,54,Win,51.0,15,0.3714372496437802,0.35212312228994785
208,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,74,Win,51.0,15,0.48545273938883476,0.5733923650661248
209,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,9,Win,51.0,16,1.1300907276328158,-0.5297309911157655
210,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,33,Win,51.0,16,0.32811068340826555,-0.10303884003561682
211,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,37,Win,51.0,16,0.5360538973606414,-0.0974677795303948
212,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,56,Win,51.0,16,1.02551655019634,-0.4102258054957637
213,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,66,Win,51.0,16,0.4086280549693838,0.32892761159966916
214,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,72,Win,51.0,16,1.0562041326202543,-0.44940939297951993
215,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,87,Win,51.0,16,0.9023071298248878,-0.40467280445542203
216,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,90,Win,51.0,16,1.1531589557082782,-0.5503958036277649
217,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,92,Win,51.0,16,0.29257602906272157,0.5743351325692622
218,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,12,Win,51.0,17,0.45015671711933186,-0.05073989003517534
219,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,89,Win,51.0,17,0.8090635620545484,-0.026149273153164038
220,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,98,Win,51.0,17,0.3438849698016099,0.22388132715304224
221,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,68,Win,48.0,16,1.3909070490575917,-0.47907686904296315
222,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,95,Win,48.0,16,-0.05053656173689956,1.2852982760981015
223,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,94,Win,45.0,15,1.0408986167591534,-0.08361059412763922
224,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,5,Win,45.0,16,0.7577226851755039,-0.23164749297571594
225,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,17,Win,45.0,16,1.2623096716490356,-0.5010535286275147
226,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,18,Win,45.0,16,0.19820552827213003,0.5585406675785902
227,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,32,Win,45.0,16,0.17908026836319452,0.5231362065587211
228,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,34,Win,45.0,16,0.20650902740740648,0.954786263165016
229,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,39,Win,45.0,16,0.9022019720901713,-0.2596243155497752
230,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,50,Win,45.0,16,1.3602632796590024,-0.018678545372736985
231,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,60,Win,45.0,16,1.2527826810545402,-0.18784918343259943
232,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,84,Win,45.0,16,1.1257918875238682,-0.5921816316708631
233,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,99,Win,45.0,16,-0.01763103183678712,0.9672639586001577
234,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,100,Win,45.0,16,0.46721247707909086,0.07105363413933717
235,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,43,Win,45.0,17,0.6494497291846775,0.05357900686800484
236,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,51,Win,45.0,17,0.2977575888405556,0.45229380412981157
237,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,80,Win,45.0,17,0.413739978710432,0.4026368161849985
238,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,10,Win,42.0,16,0.6936782523490058,0.7404871252606218
239,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,41,Win,42.0,16,0.3693971512767991,0.8528886970590169
240,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,6,Win,42.0,17,0.25521574984765877,1.15748422815332
241,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,55,Win,42.0,17,1.2029230101986461,0.24088184754261732
242,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,79,Win,42.0,17,0.20555318671280318,1.2836985040674893
243,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,93,Win,42.0,17,1.2909059509861975,0.23565864012864934
244,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,2,Win,42.0,18,1.3364089895985327,-0.3350251595450754
245,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,25,Win,42.0,18,1.4945983412882928,-0.32498411402423005
246,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,52,Win,39.0,15,1.3736111235717372,-0.20166321005188212
247,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,4,Win,39.0,16,0.6988231768863031,0.2396634550832073
248,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,8,Win,39.0,16,1.2438781349912165,0.031320811354353294
249,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,11,Win,39.0,16,1.586936937598781,0.004464712062695631
250,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,15,Win,39.0,16,0.4155460448309533,0.9793740967192514
251,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,35,Win,39.0,16,1.1005765302691322,0.2112163922633077
252,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,38,Win,39.0,16,0.2117235751210844,0.6544743745909897
253,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,71,Win,39.0,16,0.8429899501511738,0.048730564153751876
254,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,76,Win,39.0,16,0.936650577265689,-0.08066340158575987
255,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,86,Win,39.0,16,0.7240062278401257,0.28141040072571705
256,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,91,Win,39.0,16,0.9321729698333155,0.385262497129761
257,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,27,Win,39.0,17,1.257008232838894,0.06014327432549203
258,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,49,Win,39.0,17,0.8184261686176258,0.18800042527161726
259,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,63,Win,39.0,17,0.4613863116225053,0.07480124775383327
260,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,97,Win,39.0,17,0.35895751202560583,0.6282525105311355
261,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,21,Win,39.0,18,0.15078244303123373,0.46609681510198514
262,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,29,Win,39.0,18,0.4584264429697278,0.1753182141585237
263,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,85,Win,36.0,16,-0.03165089812287887,1.5480201715965023
264,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,19,Win,36.0,17,0.6128676233614411,1.2612511500645827
265,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,23,Win,36.0,17,0.02300684422367356,1.4450767538566875
266,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,46,Win,36.0,18,0.13110440692586303,1.4861260225704553
267,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,53,Win,36.0,18,0.07764221192324998,1.5679247617275869
268,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,58,Win,36.0,18,0.08025496193005786,1.601113623312052
269,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,75,Win,36.0,19,1.0937556919136282,0.7977859282550266
270,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,78,Win,36.0,20,0.13210071581405203,1.350014053016096
271,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,13,Win,33.0,16,0.815475141069176,0.9617474461418972
272,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,20,Win,33.0,16,0.7720850024742179,0.6334937008388789
273,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,44,Win,33.0,16,0.2276319652803765,0.7948034898400026
274,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,73,Win,33.0,16,1.3289708865026444,0.5199709381146185
275,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,1,Win,33.0,17,1.319914475766401,-0.07480928243621074
276,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,7,Win,33.0,17,0.030506439204639576,1.8332591087444783
277,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,16,Win,33.0,17,0.38423569715810446,0.7092480421154079
278,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,30,Win,33.0,17,0.9405451171687345,0.010761620728126751
279,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,82,Win,33.0,17,0.2844705201431066,1.075210461583918
280,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,3,Win,33.0,18,0.2475772085815469,1.0060282936765699
281,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,64,Win,30.0,17,0.28364480064021186,1.4297502235751682
282,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,83,Win,30.0,17,-0.011884625691601257,1.4364491015482301
283,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,36,Win,30.0,18,0.1195515433572035,1.2196649889480353
284,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,31,Win,27.0,16,1.035012919958513,1.099531104532306
285,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,88,Win,27.0,16,1.2081439415095847,0.22538718302228486
286,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,59,Win,27.0,18,-0.037946864498818386,1.9791178361278474
287,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,67,Win,24.0,17,1.316029251638721,1.3792911750989227
288,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,62,Win,24.0,18,0.34854831273396025,1.6615129736652776
289,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,48,Win,24.0,19,0.35503197454494795,1.627843359289459
290,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,22,Win,21.0,16,1.6876928046714006,0.7333870209955943
291,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,14,Win,21.0,18,0.5286116151092258,1.6887231954924795
292,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,70,Win,21.0,18,1.4684848977695735,0.2472892003775109
293,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,96,Win,21.0,18,-0.0929194067343382,2.0330544836987734
294,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,81,Win,18.0,17,1.1319125214233179,1.6270562942759568
295,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,40,Win,15.0,21,0.7957933912982843,1.8519638900330242
296,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,61,Win,12.0,16,1.2717793219327511,1.5405009515154442
297,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,45,Win,12.0,18,1.2044765787456573,1.596693284918432
298,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,26,Win,6.0,23,0.7057853109124327,1.8162639656487702
299,MarineMicro_MvsM_4_dist,QMIX,qmix_MarineMicro_MvsM_4_dist_train_run_0002,69,Win,3.0,20,0.6099272371577386,2.3135928521287097
300,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,60,Win,63.0,16,-0.3171122281384604,0.5245057583322346
301,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,33,Win,54.0,15,0.6625000341980305,-1.1528186777469989
302,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,53,Win,51.0,15,-0.22626328241267968,1.050114670000124
303,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,1,Win,51.0,16,-0.12382383327236429,0.8239025157208518
304,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,12,Win,51.0,16,-0.9164953215186333,0.45565267246135877
305,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,23,Win,51.0,16,-0.7283660968530411,0.5920818920881424
306,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,36,Win,51.0,16,-0.03961344920021565,0.6209113469932992
307,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,55,Win,51.0,16,-0.6340424070941275,0.8579702911700798
308,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,59,Win,51.0,16,-0.8737976814500074,0.4952898407416996
309,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,69,Win,51.0,16,-0.15859462944061675,0.45958044442569224
310,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,81,Win,51.0,16,-0.7045894706223451,0.38387571883451876
311,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,99,Win,51.0,16,-0.1546686980837562,1.040779769025678
312,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,24,Win,48.0,14,-1.2277888984850576,0.9147876550776692
313,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,28,Win,48.0,15,0.6630627107326528,-1.1272004639706559
314,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,86,Win,48.0,16,-0.3438074967864945,1.407747397575672
315,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,6,Win,48.0,17,-0.6426766822001062,0.6078609451255893
316,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,79,Win,45.0,14,-0.5255507436687191,1.3370558061508566
317,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,3,Win,45.0,15,-0.9394811660339925,0.8405553922355489
318,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,7,Win,45.0,15,-0.7529257280416357,0.8545084427101138
319,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,15,Win,45.0,15,-0.49566100536081664,1.2669995904678653
320,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,16,Win,45.0,15,-0.8041480762062971,0.5824024710136112
321,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,38,Win,45.0,15,-0.90159994846128,0.943882273521959
322,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,44,Win,45.0,15,-0.9394971291917322,0.857492224424954
323,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,50,Win,45.0,15,-0.6648469920567697,1.5461822552004731
324,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,62,Win,45.0,15,-0.0500869385017437,0.947178386969398
325,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,66,Win,45.0,15,1.3886981394188798,-0.5718286078477542
326,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,71,Win,45.0,15,-0.2484429136052502,1.2020056487694342
327,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,72,Win,45.0,15,-0.7529257280416362,0.854508442710114
328,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,88,Win,45.0,15,-0.21447291132768606,0.9272445397977461
329,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,90,Win,45.0,15,-0.9015999484612808,0.9438822735219584
330,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,5,Win,45.0,16,-0.37090873562049703,0.7228550990142871
331,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,9,Win,45.0,16,-0.05344635300505799,0.726213200029828
332,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,14,Win,45.0,16,-0.7302480578866993,0.7949535643327847
333,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,18,Win,45.0,16,-0.7556382854094806,0.8306647815892022
334,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,26,Win,45.0,16,-0.2717655098360478,0.9084939973786859
335,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,34,Win,45.0,16,-0.7331609637296554,0.7749521391257413
336,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,40,Win,45.0,16,-0.7556382854094806,0.8306647815892021
337,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,64,Win,45.0,16,-0.34239192553196,0.904294684007545
338,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,80,Win,45.0,16,-0.29850476736832965,0.884865479469429
339,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,94,Win,45.0,16,-0.762434618538567,0.8157687940100171
340,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,11,Win,45.0,17,-0.755613206456818,0.6349933111166784
341,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,48,Win,42.0,15,-0.8755462208016492,1.2222973639057417
342,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,2,Win,42.0,16,-0.8484581706650837,0.9875078357062727
343,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,10,Win,42.0,16,-0.9484178147722758,0.7794033743890179
344,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,17,Win,42.0,16,-0.34574742696744354,1.4920948859512633
345,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,31,Win,42.0,16,-0.7814864451508018,0.8585327943181619
346,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,41,Win,42.0,16,-0.2623897516102021,1.4758550902859582
347,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,54,Win,42.0,16,-0.45350765862262793,1.2615086992352926
348,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,56,Win,42.0,16,-0.3067538302471852,1.2750362176135193
349,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,58,Win,42.0,16,-0.7911038252051626,1.0745637049714758
350,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,63,Win,42.0,16,-0.799951631513596,1.1030769122076718
351,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,74,Win,42.0,16,-0.3935829057665048,1.2009832331069938
352,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,87,Win,42.0,16,-0.3795882748665405,1.659521870896661
353,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,4,Win,42.0,17,-0.19477906010204707,1.087184884139945
354,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,45,Win,42.0,17,-0.7357287725114072,1.218189009265933
355,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,89,Win,42.0,17,-0.992322645743272,1.0369917332107854
356,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,93,Win,39.0,15,0.08311317637449678,1.220193129838707
357,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,19,Win,39.0,16,-0.3436291172201916,1.0712977321711454
358,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,37,Win,39.0,16,-0.3239176146451274,0.753054710486194
359,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,43,Win,39.0,16,-0.9180688515625605,0.9352285392298956
360,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,61,Win,39.0,16,-0.7556382854094805,0.8306647815892025
361,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,67,Win,39.0,16,-0.43726396823350866,1.169174411342396
362,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,91,Win,39.0,16,-0.7241232853829155,0.791800629705519
363,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,42,Win,39.0,17,-0.448173766445698,0.4269235502831761
364,MarineMicro_MvsM_4_dist,QTRAN,qtran_MarineMicro_MvsM_4_dist_train_run_0002,20,Win,36.0,16,-0.7733330113448955,1.2251023950592734
