idx,map_id,method,method_group,experiment_id,archive_id,source_run,trial_id,evaluation_id,episode_id,trial_number,result,score,return,battle_won,source_file,bktree_path,unified_bktree_path,state_id_sequence_length,unified_state_id_sequence_length,unified_reconstructed_state_count,unified_missing_state_count,state_id_sequence_text,unified_state_id_sequence_text,unified_state_status_sequence_text,unified_state_source_sequence_text
0,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,298,1.0,Win,87.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,13,13,0,0,0 125 74 191 353 220 220 330 206 207 133 392 222,0 323 249 613 643 644 644 548 645 646 569 647 648,source_bktree_start_anchor source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 125 74 191 353 220 220 330 206 207 133 392 222
1,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,295,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 2 41 32 20 97 97 35 183 183 25,0 312 249 649 26 15 333 333 552 650 650 651,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 41 32 20 97 97 35 183 183 25
2,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,293,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 2 2 32 20 398 97 35 83 24 25,0 312 249 249 26 15 652 333 552 567 73 651,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 2 32 20 398 97 35 83 24 25
3,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,251,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 41 41 32 42 50 50 35 183 183 52,0 312 649 649 26 653 654 654 552 650 650 655,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 41 41 32 42 50 50 35 183 183 52
4,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,227,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 41 41 32 42 50 50 35 44 183 52,0 312 649 649 26 653 654 654 552 656 650 655,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 41 41 32 42 50 50 35 44 183 52
5,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,211,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 41 41 49 42 360 58 67 287 276 52,0 312 649 649 657 653 658 659 660 661 337 655,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 41 41 49 42 360 58 67 287 276 52
6,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,197,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 2 82 32 20 97 97 35 83 51 25,0 312 249 662 26 15 333 333 552 567 663 651,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 82 32 20 97 97 35 83 51 25
7,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,195,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 73 2 2 26 20 376 155 79 148 148 377,0 664 249 249 36 15 665 666 667 668 668 669,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 73 2 2 26 20 376 155 79 148 148 377
8,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,191,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 2 2 26 20 50 43 271 366 356 46,0 312 249 249 36 15 654 670 614 671 616 672,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 2 26 20 50 43 271 366 356 46
9,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,188,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 2 2 49 42 360 360 67 276 276 52,0 312 249 249 657 653 658 658 660 337 337 655,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 2 49 42 360 360 67 276 276 52
10,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,175,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 125 41 184 353 220 192 330 206 207 207 134,0 323 649 249 643 644 673 548 645 646 646 674,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 125 41 184 353 220 192 330 206 207 207 134
11,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,173,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 73 2 210 26 108 147 147 79 148 148 149,0 664 249 42 36 15 675 675 667 668 668 557,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 73 2 210 26 108 147 147 79 148 148 149
12,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,165,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 41 41 32 42 50 50 35 44 183 52,0 312 649 649 26 653 654 654 552 656 650 655,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 41 41 32 42 50 50 35 44 183 52
13,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,158,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 1 2 2 85 4 5 5 28 212 326 31,0 22 249 249 676 81 630 630 677 678 679 564,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 2 2 85 4 5 5 28 212 326 31
14,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,141,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 41 82 32 20 97 97 35 83 83 25,0 312 649 662 26 15 333 333 552 567 567 651,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 41 82 32 20 97 97 35 83 83 25
15,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,132,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 2 82 32 20 34 97 35 83 24 25,0 312 249 662 26 15 680 333 552 567 73 651,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 82 32 20 34 97 35 83 24 25
16,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,127,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 41 41 49 42 42 58 67 287 276 52,0 312 649 649 657 653 653 659 660 661 337 655,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 41 41 49 42 42 58 67 287 276 52
17,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,126,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 41 41 32 42 216 21 35 44 250 46,0 312 649 649 26 653 681 682 552 656 683 672,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 41 41 32 42 216 21 35 44 250 46
18,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,102,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 1 2 2 85 4 38 39 98 40 29 280,0 22 249 249 676 81 684 685 686 687 570 688,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 2 2 85 4 38 39 98 40 29 280
19,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,78,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 2 82 32 42 249 21 35 24 250 25,0 312 249 662 26 653 689 682 552 73 683 651,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 82 32 42 249 21 35 24 250 25
20,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,37,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 73 2 2 26 108 147 147 28 148 148 149,0 664 249 249 36 15 675 675 677 668 668 557,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 73 2 2 26 108 147 147 28 148 148 149
21,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,33,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 2 82 32 20 34 97 35 83 24 25,0 312 249 662 26 15 680 333 552 567 73 651,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 82 32 20 34 97 35 83 24 25
22,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,14,1.0,Win,84.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 2 41 49 20 42 58 67 67 51 52,0 312 249 649 657 15 653 659 660 660 663 655,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 41 49 20 42 58 67 67 51 52
23,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,150,1.0,Win,81.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 2 41 32 42 216 21 35 44 44 37,0 312 249 649 26 653 681 682 552 656 656 554,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 41 32 42 216 21 35 44 44 37
24,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,79,1.0,Win,81.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 125 41 184 157 220 158 158 159 160 172 162,0 323 649 249 26 644 621 621 707 623 710 709,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 125 41 184 157 220 158 158 159 160 172 162
25,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,51,1.0,Win,81.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 19 2 2 32 20 20 97 35 83 24 37,0 312 249 249 26 15 15 333 552 567 73 554,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 2 32 20 20 97 35 83 24 37
26,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,263,1.0,Win,81.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,13,13,0,0,0 19 2 82 32 20 398 97 35 24 51 36 37,0 312 249 662 26 15 652 333 552 73 663 690 554,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 82 32 20 398 97 35 24 51 36 37
27,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,236,1.0,Win,81.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,13,13,0,0,0 1 2 2 85 4 38 39 28 29 107 8 9,0 22 249 249 676 81 684 685 677 570 691 692 554,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 2 2 85 4 38 39 28 29 107 8 9
28,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,180,1.0,Win,81.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,13,13,0,0,0 19 41 82 32 249 50 97 290 183 80 36 37,0 312 649 662 26 689 654 333 693 650 694 690 554,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 41 82 32 249 50 97 290 183 80 36 37
29,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,174,1.0,Win,81.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,13,13,0,0,0 19 2 82 32 42 34 100 35 274 80 36 37,0 312 249 662 26 653 680 695 552 696 694 690 554,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 82 32 42 34 100 35 274 80 36 37
30,MarineMicro_MvsM_4_dist,ETG-only,CALP-ETG,sce2_etg_run_0042,,,repeat_001,eval_run_0042_web_batch_20260611_140111,156,1.0,Win,81.0,,,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,ETG-only/sce2_etg_run_0042/final_eval/eval_run_0042_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,13,13,0,0,0 19 2 47 32 20 216 21 293 274 176 36 37,0 312 249 697 26 15 681 682 698 696 699 690 554,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 19 2 47 32 20 216 21 293 274 176 36 37
