idx,map_id,method,method_group,experiment_id,archive_id,source_run,trial_id,evaluation_id,episode_id,trial_number,result,score,return,battle_won,source_file,bktree_path,unified_bktree_path,state_id_sequence_length,unified_state_id_sequence_length,unified_reconstructed_state_count,unified_missing_state_count,state_id_sequence_text,unified_state_id_sequence_text,unified_state_status_sequence_text,unified_state_source_sequence_text
197,MarineMicro_MvsM_4_dist,Synergy,CALP-ETG,sce2_synergy_run_0041,,,repeat_001,eval_run_0041_web_batch_20260611_140111,59,1.0,Win,78.0,,,synergy/sce2_synergy_run_0041/final_eval/eval_run_0041_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,synergy/sce2_synergy_run_0041/final_eval/eval_run_0041_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,13,13,0,0,0 89 2 173 128 237 237 184 238 238 239 239 133,0 33 662 712 804 714 714 805 806 806 807 807 808,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 89 2 173 128 237 237 184 238 238 239 239 133
198,MarineMicro_MvsM_4_dist,Synergy,CALP-ETG,sce2_synergy_run_0041,,,repeat_001,eval_run_0041_web_batch_20260611_140111,262,1.0,Win,75.0,,,synergy/sce2_synergy_run_0041/final_eval/eval_run_0041_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,synergy/sce2_synergy_run_0041/final_eval/eval_run_0041_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,12,12,0,0,0 10 2 2 19 56 111 38 103 189 189 23,0 312 662 662 26 652 680 711 660 656 656 554,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 10 2 2 19 56 111 38 103 189 189 23
199,MarineMicro_MvsM_4_dist,Synergy,CALP-ETG,sce2_synergy_run_0041,,,repeat_001,eval_run_0041_web_batch_20260611_140111,272,1.0,Win,75.0,,,synergy/sce2_synergy_run_0041/final_eval/eval_run_0041_web_batch_20260611_140111/repeats/repeat_001/episodes.jsonl,synergy/sce2_synergy_run_0041/final_eval/eval_run_0041_web_batch_20260611_140111/repeats/repeat_001/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,13,13,0,0,0 10 54 54 12 13 112 112 346 346 113 113 114,0 312 737 737 657 762 767 767 813 813 703 703 814,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 10 54 54 12 13 112 112 346 346 113 113 114
200,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,77,,Win,63.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,15,15,0,0,0 1 12 13 14 14 15 15 145 145 17 66 18 68 271,0 1 12 13 14 14 15 15 145 145 17 66 18 68 271,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 12 13 14 14 15 15 145 145 17 66 18 68 271
201,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,28,,Win,57.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,15,15,0,0,0 33 12 155 156 156 139 15 157 157 158 142 159 159 144,0 33 12 155 156 156 139 15 157 157 158 142 159 159 144,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 33 12 155 156 156 139 15 157 157 158 142 159 159 144
202,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,24,,Win,57.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,18,18,0,0,0 33 12 138 42 42 139 15 120 140 141 141 142 142 143 143 47 144,0 33 12 138 42 42 139 15 120 140 141 141 142 142 143 143 47 144,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 33 12 138 42 42 139 15 120 140 141 141 142 142 143 143 47 144
203,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,65,,Win,57.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,18,18,0,0,0 33 249 249 42 42 15 15 140 141 250 251 142 143 143 47 47 144,0 33 249 249 42 42 15 15 140 141 250 251 142 143 143 47 47 144,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 33 249 249 42 42 15 15 140 141 250 251 142 143 143 47 47 144
204,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,47,,Win,54.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,15,15,0,0,0 33 94 155 156 156 139 139 145 145 158 154 159 159 209,0 33 94 155 156 156 139 139 145 145 158 154 159 159 209,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 33 94 155 156 156 139 139 145 145 158 154 159 159 209
205,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,57,,Win,54.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 1 13 13 14 14 15 15 145 145 224 159 18 19 19 21,0 1 13 13 14 14 15 15 145 145 224 159 18 19 19 21,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 13 13 14 14 15 15 145 145 224 159 18 19 19 21
206,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,42,,Win,51.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,15,15,0,0,0 1 12 13 147 192 119 193 145 65 17 18 18 19 113,0 1 12 13 147 192 119 193 145 65 17 18 18 19 113,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 12 13 147 192 119 193 145 65 17 18 18 19 113
207,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,54,,Win,51.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,15,15,0,0,0 33 69 138 105 42 217 217 218 218 168 142 159 213 11,0 33 69 138 105 42 217 217 218 218 168 142 159 213 11,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 33 69 138 105 42 217 217 218 218 168 142 159 213 11
208,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,74,,Win,51.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,15,15,0,0,0 1 22 24 25 25 27 27 268 127 179 215 269 269 32,0 1 22 24 25 25 27 27 268 127 179 215 269 269 32,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 22 24 25 25 27 27 268 127 179 215 269 269 32
209,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,9,,Win,51.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 1 12 13 14 14 15 15 16 65 17 66 67 19 68 32,0 1 12 13 14 14 15 15 16 65 17 66 67 19 68 32,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 12 13 14 14 15 15 16 65 17 66 67 19 68 32
210,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,33,,Win,51.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 33 69 138 42 105 165 165 157 166 167 168 168 143 47 11,0 33 69 138 42 105 165 165 157 166 167 168 168 143 47 11,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 33 69 138 42 105 165 165 157 166 167 168 168 143 47 11
211,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,37,,Win,51.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 22 22 24 25 25 178 15 5 126 127 179 91 143 47 32,0 22 22 24 25 25 178 15 5 126 127 179 91 143 47 32,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 22 22 24 25 25 178 15 5 126 127 179 91 143 47 32
212,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,56,,Win,51.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 1 12 13 192 14 119 15 223 145 65 67 18 213 68 11,0 1 12 13 192 14 119 15 223 145 65 67 18 213 68 11,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 12 13 192 14 119 15 223 145 65 67 18 213 68 11
213,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,66,,Win,51.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 22 22 239 36 36 37 119 145 16 252 253 253 19 19 32,0 22 22 239 36 36 37 119 145 16 252 253 253 19 19 32,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 22 22 239 36 36 37 119 145 16 252 253 253 19 19 32
214,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,72,,Win,51.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 1 1 13 14 14 15 15 145 16 17 17 18 213 10 11,0 1 1 13 14 14 15 15 145 16 17 17 18 213 10 11,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 1 13 14 14 15 15 145 16 17 17 18 213 10 11
215,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,87,,Win,51.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 1 41 41 152 42 43 292 5 126 215 46 112 68 47 11,0 1 41 41 152 42 43 292 5 126 215 46 112 68 47 11,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 41 41 152 42 43 292 5 126 215 46 112 68 47 11
216,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,90,,Win,51.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 1 12 13 14 14 15 15 145 145 17 17 18 213 19 113,0 1 12 13 14 14 15 15 145 145 17 17 18 213 19 113,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 12 13 14 14 15 15 145 145 17 17 18 213 19 113
217,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,92,,Win,51.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 33 52 52 53 105 37 37 281 278 252 297 18 19 298 32,0 33 52 52 53 105 37 37 281 278 252 297 18 19 298 32,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 33 52 52 53 105 37 37 281 278 252 297 18 19 298 32
218,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,12,,Win,51.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,17,17,0,0,0 22 22 24 36 36 80 81 16 16 82 83 18 19 19 19 32,0 22 22 24 36 36 80 81 16 16 82 83 18 19 19 19 32,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 22 22 24 36 36 80 81 16 16 82 83 18 19 19 19 32
219,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,89,,Win,51.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,17,17,0,0,0 1 23 41 42 105 43 43 44 44 266 46 46 31 143 47 32,0 1 23 41 42 105 43 43 44 44 266 46 46 31 143 47 32,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 23 41 42 105 43 43 44 44 266 46 46 31 143 47 32
220,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,98,,Win,51.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,17,17,0,0,0 33 33 138 105 105 139 139 140 140 140 141 305 306 143 31 32,0 33 33 138 105 105 139 139 140 140 140 141 305 306 143 31 32,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 33 33 138 105 105 139 139 140 140 140 141 305 306 143 31 32
221,MarineMicro_MvsM_4_dist,QMIX,PyMARL,qmix_MarineMicro_MvsM_4_dist_train_run_0002,qmix_checkpoint_eval_20260527_sacred_1-12,qmix_MarineMicro_MvsM_4_dist_train_run_0002,,eval_8,68,,Win,48.0,20.0,True,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree/node_log.txt,pymarl/qmix_checkpoint_eval_20260527_sacred_1-12/qmix_MarineMicro_MvsM_4_dist_train_run_0002/evaluations/eval_8/bktree,C:\Users\Binich\PycharmProjects\PredictionRTS\output\learner_results\all_data\fused_bktree_web_batch_20260612_153602_top100_anchor_no_replay\MarineMicro_MvsM_4_dist\bktree,16,16,0,0,0 1 12 13 14 14 15 15 145 145 17 66 162 19 20 21,0 1 12 13 14 14 15 15 145 145 17 66 162 19 20 21,source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree source_bktree,0 1 12 13 14 14 15 15 145 145 17 66 162 19 20 21
